32,0,44
31,0,44
30,0,44
29,0,44
28,0,44
27,0,44
26,0,44
25,2,44
24,3,44
23,3,44
22,3,44
21,4,44
20,4,44
19,4,44
18,6,44
17,7,44
16,8,44
15,9,44
14,10,44
13,12,44
12,14,44
11,15,44
10,17,44
9,18,44
8,19,44
7,17,44
6,17,44
5,18,44
4,19,44
3,21,44
2,20,44
1,23,44
0,23,44
-1,26,44
-2,26,44
-3,26,44
-4,27,44
-5,30,44
-6,30,44
-7,33,44
-8,33,44
-9,34,44
-10,33,43
-11,34,39
-12,32,36
-13,32,35
-14,28,31
-15,25,27
-16,22,24
-17,20,22
-18,17,19
-19,15,17
-20,14,16
