2010 01 01 04 45 66.76 65.58 70.03 64.68 64.46 64.06 1.51 42 44 44 36.39
2010 01 01 04 50 66.42 65.92 69.91 64.91 63.95 64.06 2.41 41 44 44 36.39
2010 01 01 04 55 66.65 65.69 69.91 64.68 64.12 64.06 3.31 42 45 44 36.39
2010 01 01 05 00 66.54 65.92 70.03 64.68 64.17 64.06 3.76 41 44 44 36.39
2010 01 01 05 05 66.42 65.69 69.58 64.68 63.95 63.95 3.54 42 45 44 36.27
2010 01 01 05 10 66.65 65.97 70.03 64.68 64.34 64.06 2.75 41 44 44 36.16
2010 01 01 05 15 66.31 65.69 69.46 64.74 63.95 64.06 1.51 41 45 44 36.16
2010 01 01 05 20 66.76 65.92 70.03 64.57 64.46 64.06 0.72 41 44 44 36.16
2010 01 01 05 25 66.31 65.92 70.03 64.68 63.78 64.06 0.5 41 44 44 36.16
2010 01 01 05 30 66.54 65.75 69.91 64.74 64.4 64.06 0.84 41 45 44 36.05
2010 01 01 05 35 66.42 65.81 69.91 64.74 63.95 64.06 1.4 40 44 45 36.05
2010 01 01 05 40 66.31 65.64 69.46 64.79 64.12 63.95 2.08 41 45 44 35.94
2010 01 01 05 45 66.54 65.75 70.03 64.74 64.4 64.06 2.98 41 44 45 35.94
2010 01 01 05 50 66.31 65.36 69.58 64.68 63.95 64.06 3.65 41 45 44 35.94
2010 01 01 05 55 66.76 65.64 70.14 64.57 64.34 64.06 3.65 41 44 44 35.83
2010 01 01 06 00 66.42 65.75 70.03 64.62 63.89 64.06 2.98 40 44 44 35.83
2010 01 01 06 05 66.65 65.47 70.14 64.74 64.17 64.06 1.85 41 44 44 35.71
2010 01 01 06 10 66.42 65.81 70.14 64.62 64.12 64.06 1.06 40 44 44 35.71
2010 01 01 06 15 66.54 65.58 69.69 64.74 64.06 64.06 0.5 41 45 44 35.71
2010 01 01 06 20 66.54 65.64 70.03 64.79 64.4 64.06 0.72 40 44 45 35.71
2010 01 01 06 25 66.31 65.47 69.58 64.57 63.95 64.06 1.29 40 45 44 35.6
2010 01 01 06 30 66.65 65.69 70.03 64.62 64.46 64.06 1.85 40 44 44 35.6
2010 01 01 06 35 66.31 65.81 70.03 64.62 63.84 64.06 2.86 40 44 44 35.6
2010 01 01 06 40 66.76 65.53 70.03 64.68 64.4 64.06 3.54 41 44 44 35.49
2010 01 01 06 45 66.42 65.69 70.03 64.68 63.89 64.06 3.65 40 44 44 35.49
2010 01 01 06 50 66.54 65.47 69.8 64.62 64.23 64.06 2.86 41 45 44 35.49
2010 01 01 06 55 66.54 65.75 70.03 64.57 64.34 64.06 1.74 40 44 45 35.38
2010 01 01 07 00 66.42 65.3 69.58 64.46 64.06 64.06 0.95 41 45 44 35.38
2010 01 01 07 05 66.65 65.69 70.03 64.57 64.46 64.06 0.39 40 43 44 35.26
2010 01 01 07 10 66.2 65.58 69.69 64.46 63.84 64.06 0.5 40 45 45 35.26
2010 01 01 07 15 66.54 65.47 70.03 64.57 64.4 64.06 1.18 40 44 44 35.15
2010 01 01 07 20 66.31 65.69 70.03 64.68 64.06 64.06 1.62 40 44 44 35.15
2010 01 01 07 25 66.54 65.47 70.03 64.62 64.4 64.06 2.75 41 44 44 35.15
2010 01 01 07 30 66.42 65.69 70.03 64.85 64.23 64.06 3.42 40 44 44 35.04
2010 01 01 07 35 66.31 65.36 69.69 64.74 64.17 64.06 3.76 41 45 44 35.04
2010 01 01 07 40 66.54 65.47 70.03 64.74 64.4 64.06 3.31 40 43 44 34.92
2010 01 01 07 45 66.2 65.41 69.58 64.68 63.78 64.06 2.41 40 45 44 34.92
2010 01 01 07 50 66.65 65.64 70.03 64.62 64.62 64.06 1.29 40 43 44 34.81
2010 01 01 07 55 66.31 65.58 70.03 64.74 64.12 64.06 0.5 40 44 44 34.7
2010 01 01 08 00 66.54 65.47 70.03 64.34 64.4 64.06 0.5 40 44 44 34.7
2010 01 01 08 05 66.31 65.75 70.03 64.68 64.34 64.06 1.06 40 44 44 34.7
