 0.417,  0.309,  0.271,  0.246,  0.134, 0.0, 3.0, 0.0, 1.0, 2.0
 2.069,  1.425,  1.239,  1.146,  0.821, 0.0, 1.0, 1.0, 0.0, 0.0
 0.413,  0.308,  0.270,  0.245,  0.134, 2.0, 0.0, 0.0, 0.0, 0.0
 2.055,  1.419,  1.236,  1.143,  0.820, 0.0, 0.0, 0.0, 2.0, 1.0
 0.413,  0.308,  0.269,  0.244,  0.133, 4.0, 3.0, 2.0, 1.0, 0.0
16.046,  8.742,  6.690,  5.764,  3.101, 0.0, 1.0, 0.0, 0.0, 0.0
 2.242,  1.941,  1.767,  1.629,  0.904, 0.0, 0.0, 5.0, 1.0, 3.0
16.158,  8.803,  6.730,  5.789,  3.123, 6.0, 0.0, 6.0, 1.0, 1.0
 2.099,  1.440,  1.249,  1.156,  0.832, 0.0, 0.0, 0.0, 0.0, 0.0
 0.419,  0.312,  0.273,  0.248,  0.136, 0.0, 0.0, 0.0, 0.0, 0.0
 2.099,  1.440,  1.249,  1.156,  0.832, 1.0, 0.0, 0.0, 0.0, 0.0
 0.419,  0.312,  0.273,  0.248,  0.136, 0.0, 0.0, 0.0, 0.0, 0.0
 1.347,  1.172,  1.069,  0.994,  0.608, 0.0, 1.0, 3.0, 1.0, 0.0
 1.298,  1.134,  1.037,  0.964,  0.584, 0.0, 0.0, 0.0, 0.0, 1.0
 0.418,  0.312,  0.273,  0.248,  0.136, 0.0, 3.0, 0.0, 1.0, 0.0
 2.099,  1.440,  1.249,  1.156,  0.832, 1.0, 0.0, 0.0, 0.0, 1.0
 1.297,  1.132,  1.035,  0.962,  0.583, 11.0, 0.0, 0.0, 2.0, 1.0
 1.316,  1.148,  1.050,  0.976,  0.590, 0.0, 0.0, 2.0, 1.0, 0.0
 0.423,  0.315,  0.275,  0.250,  0.138, 0.0, 0.0, 0.0, 0.0, 0.0
10.036,  5.308,  4.064,  3.534,  2.123, 0.0, 0.0, 0.0, 0.0, 0.0
 0.583,  0.513,  0.473,  0.444,  0.296, 2.0, 0.0, 1.0, 1.0, 2.0
 3.570,  2.400,  2.033,  1.822,  1.091, 3.0, 2.0, 2.0, 1.0, 2.0
 3.498,  2.373,  2.016,  1.807,  1.079, 0.0, 0.0, 0.0, 1.0, 0.0
16.179,  8.812,  6.670,  5.738,  3.073, 4.0, 5.0, 0.0, 0.0, 1.0
 1.151,  0.837,  0.707,  0.611,  0.236, 1.0, 0.0, 0.0, 1.0, 0.0
 1.148,  0.835,  0.706,  0.610,  0.236, 1.0, 0.0, 0.0, 0.0, 0.0
 2.307,  2.009,  1.826,  1.682,  0.931, 2.0, 0.0, 2.0, 0.0, 0.0
 1.434,  0.988,  0.866,  0.811,  0.636, 0.0, 2.0, 0.0, 0.0, 0.0
 0.425,  0.316,  0.277,  0.251,  0.139, 0.0, 2.0, 0.0, 0.0, 0.0
 1.343,  1.169,  1.067,  0.991,  0.602, 1.0, 1.0, 1.0, 0.0, 0.0
 0.414,  0.309,  0.271,  0.245,  0.134, 0.0, 1.0, 0.0, 0.0, 0.0
 2.073,  1.428,  1.243,  1.148,  0.824, 0.0, 0.0, 0.0, 0.0, 0.0
 0.416,  0.311,  0.272,  0.246,  0.135, 0.0, 0.0, 0.0, 0.0, 0.0
 1.284,  1.123,  1.027,  0.954,  0.577, 0.0, 0.0, 1.0, 2.0, 0.0
 9.860,  5.243,  4.023,  3.501,  2.103, 1.0, 1.0, 0.0, 1.0, 0.0
 0.425,  0.314,  0.275,  0.249,  0.137, 2.0, 12.0, 0.0, 3.0, 1.0
 2.062,  1.422,  1.238,  1.145,  0.821, 2.0, 0.0, 1.0, 0.0, 0.0
 1.283,  1.122,  1.025,  0.952,  0.570, 4.0, 2.0, 2.0, 1.0, 3.0
 9.823,  5.242,  4.010,  3.490,  2.091, 0.0, 4.0, 1.0, 0.0, 1.0
 0.419,  0.311,  0.272,  0.246,  0.134, 1.0, 3.0, 0.0, 0.0, 0.0
 8.580,  4.578,  3.514,  3.066,  1.880, 0.0, 14.0, 0.0, 0.0, 0.0
 0.419,  0.312,  0.273,  0.247,  0.136, 0.0, 0.0, 0.0, 0.0, 2.0
 9.881,  5.255,  4.029,  3.504,  2.101, 0.0, 8.0, 0.0, 0.0, 0.0
10.071,  5.320,  4.066,  3.532,  2.118, 0.0, 0.0, 1.0, 0.0, 0.0
 5.886,  3.106,  2.392,  2.099,  1.380, 0.0, 1.0, 0.0, 0.0, 0.0
 1.283,  1.122,  1.026,  0.953,  0.573, 0.0, 0.0, 0.0, 1.0, 1.0
 1.148,  0.836,  0.706,  0.611,  0.236, 9.0, 0.0, 1.0, 0.0, 1.0
 1.190,  0.859,  0.726,  0.627,  0.246, 21.0, 6.0, 14.0, 6.0, 1.0
 1.116,  0.818,  0.692,  0.598,  0.230, 8.0, 12.0, 2.0, 6.0, 4.0
 1.146,  0.831,  0.702,  0.608,  0.233, 3.0, 10.0, 0.0, 0.0, 0.0
 1.148,  0.836,  0.706,  0.611,  0.236, 1.0, 1.0, 1.0, 2.0, 2.0
 1.090,  0.802,  0.678,  0.587,  0.226, 3.0, 3.0, 0.0, 2.0, 0.0
 2.183,  1.911,  1.740,  1.605,  0.898, 0.0, 7.0, 3.0, 0.0, 1.0
 3.361,  2.307,  1.962,  1.759,  1.043, 2.0, 0.0, 1.0, 1.0, 1.0
 0.419,  0.312,  0.273,  0.248,  0.136, 0.0, 4.0, 1.0, 2.0, 7.0
15.861,  8.714,  6.656,  5.732,  3.074, 4.0, 1.0, 1.0, 0.0, 1.0
 0.232,  0.175,  0.156,  0.144,  0.093, 0.0, 1.0, 4.0, 3.0, 0.0
 1.175,  0.850,  0.717,  0.622,  0.241, 1.0, 1.0, 3.0, 0.0, 0.0
10.107,  5.325,  4.070,  3.535,  2.129, 0.0, 0.0, 0.0, 0.0, 0.0
 0.342,  0.254,  0.224,  0.205,  0.119, 0.0, 0.0, 0.0, 0.0, 0.0
10.037,  5.301,  4.062,  3.529,  2.120, 2.0, 0.0, 1.0, 2.0, 0.0
 1.292,  1.127,  1.031,  0.958,  0.584, 0.0, 4.0, 0.0, 1.0, 0.0
 1.344,  1.168,  1.067,  0.991,  0.604, 5.0, 7.0, 11.0, 7.0, 4.0
10.107,  5.325,  4.070,  3.535,  2.129, 3.0, 4.0, 1.0, 7.0, 0.0
 1.305,  1.136,  1.040,  0.967,  0.585, 2.0, 2.0, 14.0, 3.0, 13.0
 9.853,  5.247,  4.023,  3.502,  2.103, 3.0, 1.0, 0.0, 0.0, 0.0
 9.778,  5.226,  4.008,  3.497,  2.088, 8.0, 14.0, 4.0, 10.0, 2.0
 0.424,  0.315,  0.275,  0.250,  0.137, 0.0, 3.0, 2.0, 0.0, 0.0
 9.942,  5.279,  4.042,  3.515,  2.109, 4.0, 1.0, 4.0, 2.0, 2.0
 9.886,  5.260,  4.032,  3.507,  2.106, 0.0, 3.0, 4.0, 2.0, 1.0
10.118,  5.331,  4.072,  3.534,  2.131, 1.0, 0.0, 3.0, 1.0, 1.0
 1.314,  1.147,  1.049,  0.976,  0.589, 8.0, 2.0, 7.0, 1.0, 0.0
 0.450,  0.334,  0.292,  0.264,  0.142, 5.0, 5.0, 2.0, 4.0, 3.0
10.330,  5.322,  4.070,  3.536,  2.128, 8.0, 4.0, 6.0, 9.0, 1.0
 6.832,  3.558,  2.723,  2.383,  1.539, 8.0, 0.0, 0.0, 0.0, 2.0
 1.904,  1.303,  1.133,  1.056,  0.800, 7.0, 2.0, 2.0, 4.0, 3.0
 2.065,  1.424,  1.240,  1.148,  0.822, 1.0, 1.0, 0.0, 0.0, 0.0
 1.154,  0.839,  0.708,  0.613,  0.234, 1.0, 3.0, 2.0, 3.0, 0.0
 2.123,  1.457,  1.266,  1.172,  0.848, 0.0, 0.0, 0.0, 0.0, 2.0
 1.730,  1.506,  1.374,  1.274,  0.740, 0.0, 1.0, 0.0, 0.0, 0.0
 9.884,  5.255,  4.029,  3.506,  2.102, 17.0, 2.0, 9.0, 2.0, 1.0
12.242,  6.494,  4.946,  4.291,  2.502, 6.0, 14.0, 6.0, 10.0, 2.0
10.033,  5.305,  4.063,  3.530,  2.121, 1.0, 0.0, 0.0, 2.0, 1.0
10.044,  5.303,  4.066,  3.536,  2.124, 5.0, 1.0, 0.0, 0.0, 0.0
10.038,  5.302,  4.103,  3.534,  2.127, 1.0, 0.0, 7.0, 5.0, 1.0
 1.284,  1.123,  1.027,  0.954,  0.576, 2.0, 0.0, 1.0, 0.0, 0.0
 9.838,  5.229,  4.014,  3.496,  2.095, 0.0, 1.0, 1.0, 0.0, 0.0
 9.815,  5.238,  4.008,  3.489,  2.091, 1.0, 1.0, 0.0, 1.0, 0.0
 2.551,  1.731,  1.498,  1.378,  0.977, 3.0, 3.0, 2.0, 2.0, 2.0
 1.271,  1.112,  1.018,  0.946,  0.565, 1.0, 2.0, 0.0, 0.0, 1.0
 1.340,  1.168,  1.066,  0.991,  0.602, 2.0, 12.0, 6.0, 5.0, 5.0
 0.429,  0.317,  0.278,  0.253,  0.140, 8.0, 8.0, 6.0, 8.0, 1.0
 1.284,  1.122,  1.026,  0.954,  0.572, 0.0, 0.0, 0.0, 0.0, 5.0
 1.150,  0.839,  0.708,  0.612,  0.236, 0.0, 0.0, 0.0, 0.0, 0.0
15.936,  8.754,  6.692,  5.760,  3.093, 6.0, 5.0, 6.0, 2.0, 4.0
 2.321,  2.015,  1.831,  1.688,  0.943, 6.0, 0.0, 0.0, 0.0, 2.0
15.916,  8.727,  6.681,  5.743,  3.083, 0.0, 0.0, 1.0, 1.0, 0.0
 3.191,  2.240,  1.804,  1.473,  0.386, 4.0, 0.0, 0.0, 0.0, 1.0
23.994, 13.521, 10.232,  8.625,  4.112, 0.0, 1.0, 0.0, 0.0, 0.0
 5.846,  3.887,  3.197,  2.762,  1.347, 9.0, 3.0, 20.0, 3.0, 5.0
 3.910,  3.326,  2.958,  2.666,  1.359, 1.0, 0.0, 0.0, 0.0, 1.0
 2.279,  1.990,  1.810,  1.668,  0.920, 0.0, 0.0, 0.0, 0.0, 0.0
16.052,  8.764,  6.697,  5.765,  3.101, 1.0, 3.03, 1.02, 4.17, 1.04
 3.515,  2.380,  2.019,  1.811,  1.081, 4.12, 1.03, 0.0, 0.0, 0.0
16.052,  8.764,  6.697,  5.765,  3.101, 0.0, 1.0, 2.0, 2.04, 0.0
 2.654,  1.777,  1.530,  1.405,  0.973, 0.0, 0.0, 1.05, 0.0, 0.0
15.867,  8.711,  6.663,  5.735,  3.078, 0.0, 0.0, 0.0, 0.0, 0.0
 3.596,  2.432,  2.063,  1.849,  1.115, 3.9, 1.3, 0.0, 0.0, 1.3
 2.364,  2.054,  1.868,  1.723,  0.959, 1.3, 1.3, 0.0, 0.0, 0.0
16.341,  8.864,  6.769,  5.818,  3.140, 2.6, 5.19, 3.9, 2.6, 0.0
 1.182,  0.856,  0.722,  0.625,  0.243, 0.0, 0.0, 0.0, 0.0, 0.0
 2.319,  2.018,  1.836,  1.694,  0.944, 0.0, 0.0, 0.0, 0.0, 0.0
 0.459,  0.339,  0.296,  0.268,  0.144, 1.29, 0.0, 0.0, 0.0, 0.0
 2.307,  2.009,  1.826,  1.682,  0.931, 3.9, 1.29, 2.6, 0.0, 1.3
15.845,  8.633,  6.599,  5.682,  3.076, 0.0, 0.0, 0.0, 0.0, 0.0
 3.515,  2.378,  2.018,  1.813,  1.105, 2.6, 1.3, 0.0, 0.0, 0.0
 2.384,  2.073,  1.883,  1.738,  0.965, 1.3, 0.0, 0.0, 0.0, 0.0
 2.372,  2.060,  1.870,  1.722,  0.965, 1.04, 3.1, 2.1, 0.0, 0.0
 0.972,  0.706,  0.601,  0.526,  0.219, 12.5, 11.5, 10.4, 8.3, 3.1
 1.652,  1.437,  1.313,  1.217,  0.712, 4.2, 3.1, 1.04, 2.1, 2.1
 0.990,  0.718,  0.611,  0.534,  0.225, 1.04, 4.2, 3.1, 4.2, 0.0
 1.017,  0.732,  0.623,  0.546,  0.234, 10.4, 16.7, 7.3, 8.3, 6.25
14.126,  7.584,  5.804,  5.055,  2.798, 4.2, 2.1, 7.3, 9.4, 15.6
 1.035,  0.748,  0.636,  0.556,  0.232, 6.25, 1.04, 2.1, 5.2, 2.1
14.271,  7.755,  5.932,  5.121,  2.830, 1.04, 2.1, 1.04, 1.04, 0.0
 3.108,  2.099,  1.794,  1.625,  1.039, 3.1, 5.2, 1.04, 4.2, 3.1
14.836,  8.051,  6.152,  5.308,  2.920, 1.04, 4.2, 1.04, 3.1, 2.1
 2.157,  1.862,  1.695,  1.566,  0.885, 2.1, 3.1, 1.04, 3.1, 1.04
15.048,  8.112,  6.199,  5.346,  2.945, 1.04, 4.2, 3.1, 0.0, 1.04
14.666,  7.872,  6.005,  5.177,  2.877, 0.0, 0.0, 0.0, 1.04, 0.0
15.551,  8.398,  6.424,  5.534,  3.021, 2.1, 0.0, 1.04, 1.04, 1.04
 2.107,  1.832,  1.665,  1.538,  0.878, 1.04, 1.04, 1.04, 2.1, 1.04
13.651,  7.381,  5.652,  4.881,  2.730, 1.04, 5.2, 5.2, 5.2, 3.1
 3.143,  2.131,  1.819,  1.646,  1.042, 2.1, 0.0, 1.04, 2.1, 3.1
 2.007,  1.731,  1.577,  1.459,  0.832, 5.2, 2.1, 2.1, 3.1, 1.04
 2.061,  1.795,  1.633,  1.507,  0.852, 2.1, 0.0, 0.0, 0.0, 4.2
17.602,  9.650,  7.371,  6.327,  3.329, 2.1, 6.25, 2.1, 8.33, 3.1
 0.887,  0.648,  0.553,  0.484,  0.207, 0.0, 1.04, 0.0, 0.0, 0.0
14.604,  7.914,  6.051,  5.222,  2.881, 0.0, 1.04, 2.1, 1.04, 0.0
18.523, 10.123,  7.726,  6.677,  3.458, 17.7, 6.25, 8.33, 5.2, 2.1
 2.719,  2.349,  2.127,  1.955,  1.067, 3.1, 10.4, 5.2, 8.33, 3.1
 3.618,  2.451,  2.076,  1.855,  1.100, 0.0, 3.1, 1.04, 1.04, 2.1
 2.786,  2.408,  2.178,  1.998,  1.100, 0.0, 0.0, 0.0, 0.0, 2.1
 1.579,  1.138,  0.950,  0.809,  0.280, 3.1, 1.04, 8.33, 5.2, 5.2
 9.791,  5.227,  4.015,  3.490,  2.095, 2.0, 0.0, 4.0, 1.0, 0.0
11.321,  6.051,  4.641,  4.027,  2.349, 3.0, 3.0, 5.0, 3.0, 7.0
 1.881,  1.638,  1.491,  1.379,  0.787, 4.0, 4.0, 5.0, 4.0, 3.0
 1.559,  1.358,  1.240,  1.151,  0.678, 3.0, 2.0, 8.0, 18.0, 7.0
 0.554,  0.407,  0.353,  0.317,  0.162, 4.0, 1.0, 1.0, 6.0, 2.0
 1.937,  1.683,  1.534,  1.419,  0.813, 1.0, 0.0, 4.0, 3.0, 1.0
 3.179,  2.227,  1.794,  1.466,  0.384, 4.2, 6.25, 3.1, 2.1, 0.0
 5.135,  4.208,  3.615,  3.169,  1.515, 1.04, 0.0, 3.1, 0.0, 0.0
 4.539,  3.140,  2.472,  1.967,  0.453, 4.2, 6.25, 1.04, 1.04, 1.04
 2.643,  1.875,  1.527,  1.262,  0.358, 2.1, 2.1, 0.0, 0.0, 0.0
 1.180,  0.853,  0.720,  0.625,  0.243, 2.1, 2.1, 1.0, 0.0, 1.0
 0.671,  0.494,  0.422,  0.374,  0.172, 0.0, 1.0, 1.0, 5.0, 1.0
 1.668,  1.204,  1.001,  0.849,  0.285, 3.0, 1.0, 0.0, 2.0, 1.0
13.937,  7.661,  5.875,  5.074,  2.791, 3.0, 1.0, 2.0, 1.0, 2.0
 1.076,  0.942,  0.863,  0.803,  0.495, 0.0, 3.06, 0.0, 0.0, 0.0
 0.942,  0.690,  0.588,  0.513,  0.212, 1.01, 1.03, 0.0, 2.04, 1.02
 1.698,  1.174,  1.029,  0.958,  0.721, 0.0, 0.0, 0.0, 0.0, 0.0
 2.335,  2.035,  1.848,  1.702,  0.936, 0.0, 0.0, 0.0, 0.0, 0.0
 3.555,  2.409,  2.055,  1.832,  1.100, 0.0, 0.0, 0.0, 0.0, 0.0
 1.162,  0.844,  0.712,  0.617,  0.239, 0.0, 0.0, 2.6, 1.3, 0.0
 2.306,  2.009,  1.824,  1.681,  0.929, 0.0, 0.0, 0.0, 0.0, 0.0
 1.153,  0.835,  0.706,  0.611,  0.235, 0.0, 0.0, 0.0, 0.0, 0.0
 1.052,  0.766,  0.650,  0.564,  0.225, 0.0, 6.49, 5.19, 9.1, 1.3
15.593,  8.558,  6.538,  5.632,  3.033, 1.3, 0.0, 2.6, 1.3, 3.9
 2.384,  2.073,  1.883,  1.738,  0.965, 0.0, 0.0, 0.0, 0.0, 0.0
16.349,  8.858,  6.834,  5.825,  3.148, 0.0, 0.0, 0.0, 1.3, 0.0
 2.081,  1.809,  1.648,  1.523,  0.864, 2.6, 0.0, 0.0, 0.0, 0.0
17.251,  9.386,  7.162,  6.152,  3.276, 0.0, 0.0, 0.0, 0.0, 0.0
 2.998,  2.047,  1.755,  1.589,  1.007, 0.0, 0.0, 0.0, 1.3, 0.0
 2.003,  1.749,  1.592,  1.470,  0.825, 0.0, 0.0, 0.0, 0.0, 0.0
14.137,  7.708,  5.904,  5.098,  2.811, 0.0, 0.0, 0.0, 0.0, 0.0
 0.827,  0.607,  0.519,  0.456,  0.200, 6.25, 0.0, 1.04, 6.25, 3.1
 3.197,  2.162,  1.840,  1.664,  1.042, 2.1, 4.2, 5.2, 4.2, 1.04
 3.183,  2.165,  1.858,  1.669,  1.048, 2.1, 3.1, 2.1, 6.25, 2.1
14.885,  8.064,  6.165,  5.315,  2.926, 9.4, 12.5, 11.5, 6.25, 1.04
 3.177,  2.157,  1.837,  1.660,  1.038, 14.6, 14.6, 8.3, 15.6, 7.3
 2.113,  1.837,  1.671,  1.542,  0.878, 11.4, 5.2, 8.3, 18.8, 7.3
 3.110,  2.127,  1.818,  1.640,  1.025, 3.1, 0.0, 1.04, 1.04, 4.2
14.590,  7.977,  6.097,  5.261,  2.879, 1.04, 5.2, 2.1, 4.2, 4.2
 4.278,  2.862,  2.401,  2.124,  1.175, 5.2, 4.2, 3.1, 3.1, 2.1
 2.681,  2.330,  2.109,  1.937,  1.066, 4.2, 0.0, 4.2, 0.0, 0.0
 3.206,  2.173,  1.854,  1.676,  1.054, 3.1, 2.1, 6.25, 8.3, 1.04
 3.206,  2.173,  1.854,  1.676,  1.054, 0.0, 6.25, 5.2, 6.25, 1.04
 3.271,  2.204,  1.876,  1.697,  1.074, 0.0, 0.0, 2.1, 2.1, 2.1
 2.197,  1.906,  1.732,  1.598,  0.913, 1.04, 3.1, 0.0, 3.1, 2.1
 7.621,  4.025,  3.093,  2.702,  1.701, 0.0, 2.1, 0.0, 1.0, 2.1
 3.369,  2.375,  1.906,  1.550,  0.397, 2.1, 2.1, 0.0, 3.1, 6.25
 2.309,  2.010,  1.825,  1.682,  0.933, 0.0, 3.0, 0.0, 0.0, 0.0
 2.307,  2.008,  1.824,  1.683,  0.930, 0.0, 0.0, 0.0, 0.0, 0.0
 2.306,  2.009,  1.824,  1.681,  0.929, 2.0, 1.0, 0.0, 1.0, 1.0
 2.307,  2.008,  1.825,  1.683,  0.931, 12.0, 4.0, 17.0, 3.0, 1.0
 1.530,  1.101,  0.920,  0.786,  0.280, 1.0, 3.0, 2.0, 1.0, 0.0
 2.403,  2.088,  1.895,  1.747,  0.978, 1.0, 1.0, 0.0, 1.0, 4.0
17.075,  9.400,  7.185,  6.177,  3.257, 1.0, 0.0, 0.0, 1.0, 0.0
 1.150,  0.839,  0.708,  0.612,  0.236, 1.0, 1.0, 2.0, 1.0, 1.0
