stationID,stationName,Latitude,Longitude,01_MINT,C01_MINT,01_MAXT,C01_MAXT,01_PREC,C01_PREC,02_MINT,C02_MINT,02_MAXT,C02_MAXT,02_PREC,C02_PREC,03_MINT,C03_MINT,03_MAXT,C03_MAXT,03_PREC,C03_PREC,04_MINT,C04_MINT,04_MAXT,C04_MAXT,04_PREC,C04_PREC,05_MINT,C05_MINT,05_MAXT,C05_MAXT,05_PREC,C05_PREC,06_MINT,C06_MINT,06_MAXT,C06_MAXT,06_PREC,C06_PREC,07_MINT,C07_MINT,07_MAXT,C07_MAXT,07_PREC,C07_PREC,08_MINT,C08_MINT,08_MAXT,C08_MAXT,08_PREC,C08_PREC,09_MINT,C09_MINT,09_MAXT,C09_MAXT,09_PREC,C09_PREC,10_MINT,C10_MINT,10_MAXT,C10_MAXT,10_PREC,C10_PREC,11_MINT,C11_MINT,11_MAXT,C11_MAXT,11_PREC,C11_PREC,12_MINT,C12_MINT,12_MAXT,C12_MAXT,12_PREC,C12_PREC,1972_MINT,CYR_MINT,1972_MAXT,CYR_MAXT,1972_PREC,CYR_PREC,
IA3438,GREENFIELD,41.3,-94.47,10.0,11.5,29.0,30.3,0.41,0.89,13.0,17.2,36.0,36.8,0.59,1.12,28.0,26.5,52.0,47.7,0.73,2.23,38.0,39.0,64.0,63.0,3.49,3.42,51.0,50.3,73.0,73.6,5.05,4.14,59.0,59.8,84.0,82.3,2.83,4.42,64.0,64.5,84.0,86.4,7.15,4.29,63.0,62.3,84.0,84.6,1.96,3.69,55.0,53.4,77.0,77.0,13.64,3.9,39.0,42.3,61.0,65.9,3.57,2.28,29.0,28.9,42.0,48.4,3.1,1.8,12.0,17.2,28.0,35.0,1.96,1.04,38.2,39.5,59.3,61.0,44.48,33.21,
IA3473,GRINNELL-3-SW,41.72,-92.73,3.0,8.1,27.0,27.4,0.46,1.15,4.0,13.6,27.0,33.5,1.11,1.21,23.0,23.5,45.0,44.5,1.78,2.41,34.0,35.8,55.0,59.8,4.17,3.47,48.0,47.0,71.0,71.1,3.99,4.23,53.0,56.9,78.0,80.3,6.53,4.62,60.0,61.7,81.0,84.6,6.95,4.13,59.0,58.9,81.0,82.6,6.74,4.2,52.0,49.7,75.0,74.8,4.51,3.65,33.0,38.1,58.0,63.6,2.29,2.45,25.0,26.2,40.0,46.9,2.44,2.12,9.0,14.6,27.0,32.8,2.22,1.37,33.7,36.2,55.4,58.6,43.19,35.01,
IA3487,GRUNDY-CENTER,42.37,-92.78,2.0,6.6,23.0,25.0,0.19,0.85,4.0,12.6,25.0,31.2,1.02,0.96,24.0,23.1,42.0,42.3,1.62,2.2,35.0,35.7,54.0,58.4,2.8,3.21,50.0,47.5,72.0,70.7,4.87,4.26,55.0,57.5,78.0,79.6,8.14,4.86,60.0,61.5,80.0,83.2,4.17,4.43,61.0,58.9,80.0,81.1,5.58,3.92,51.0,49.4,74.0,73.7,3.54,3.05,34.0,38.3,57.0,62.4,4.74,2.41,26.0,25.4,39.0,44.9,1.93,1.8,7.0,13.1,25.0,30.3,2.21,1.08,34.1,35.9,54.2,57.0,40.81,33.03,
IA3509,GUTHRIE-CENTER,41.68,-94.5,4.0,9.0,27.0,28.9,0.76,0.74,5.0,14.6,29.0,35.3,0.73,0.99,24.0,24.7,48.0,46.0,0.69,2.24,35.0,37.2,58.0,61.4,3.97,3.01,50.0,48.6,72.0,72.8,6.07,4.18,56.0,58.3,81.0,81.8,4.2,4.68,60.0,62.9,83.0,86.4,5.87,3.78,59.0,60.4,83.0,84.2,5.68,4.06,49.0,50.4,77.0,76.3,8.57,3.15,33.0,38.9,60.0,64.6,3.75,2.22,25.0,26.7,41.0,47.3,3.27,1.65,7.0,14.9,25.0,33.8,1.8,1.02,34.1,37.3,57.2,60.0,45.36,31.73,
IA3517,GUTTENBERG-L-AND-D-10,42.78,-91.1,4.0,9.1,25.0,27.1,0.3,0.97,6.0,14.6,28.0,33.0,0.62,1.04,21.0,25.6,40.0,43.7,1.57,1.88,34.0,39.0,55.0,59.1,1.99,3.25,52.0,50.6,74.0,71.4,4.61,3.89,56.0,59.9,80.0,80.3,1.62,4.3,61.0,64.3,82.0,84.1,8.63,4.28,61.0,62.3,82.0,82.1,6.63,3.92,51.0,53.4,74.0,73.8,6.86,2.98,36.0,42.3,57.0,62.4,3.4,2.22,30.0,29.2,41.0,45.5,1.37,1.88,12.0,16.4,27.0,31.9,2.25,1.28,35.4,39.0,55.5,58.0,39.85,31.9,
IA3584,HAMPTON-2-NW,42.75,-93.2,2.0,6.2,21.0,24.0,0.38,0.84,5.0,12.6,25.0,30.4,0.96,0.89,22.0,23.0,42.0,41.2,1.33,2.02,34.0,35.9,55.0,57.9,2.25,3.05,49.0,48.0,71.0,70.9,4.8,4.33,56.0,57.7,79.0,80.0,4.94,4.98,60.0,61.8,80.0,83.2,4.77,4.88,61.0,59.2,82.0,81.3,4.18,3.96,52.0,49.8,73.0,73.8,7.29,3.17,37.0,39.0,58.0,62.2,5.33,2.31,27.0,25.7,39.0,43.9,1.91,1.61,7.0,12.9,22.0,29.2,1.58,1.08,34.4,36.0,54.0,56.6,39.72,33.12,
IA3632,HARLAN,41.65,-95.32,8.0,9.9,28.0,29.5,0.46,0.75,10.0,15.9,33.0,35.9,0.45,0.94,27.0,25.6,50.0,47.0,0.79,2.1,36.0,37.9,63.0,62.6,4.45,3.23,50.0,49.6,73.0,73.5,5.54,4.3,57.0,59.2,83.0,82.3,1.8,4.51,62.0,63.7,83.0,86.0,5.76,3.84,61.0,61.6,82.0,83.7,3.34,4.0,53.0,52.2,75.0,75.8,16.33,4.04,38.0,40.5,59.0,64.5,3.72,2.29,28.0,27.3,42.0,47.3,3.11,1.54,11.0,15.7,28.0,33.9,1.55,0.93,36.8,38.3,58.3,60.2,47.3,32.48,
IA3718,HAWARDEN,43.0,-96.48,3.0,6.3,24.0,26.9,0.14,0.51,3.0,12.7,27.0,33.4,0.53,0.71,23.0,23.2,45.0,44.2,0.79,1.65,35.0,36.0,59.0,60.9,2.92,2.68,51.0,48.1,72.0,72.8,8.18,3.5,59.0,58.4,83.0,81.8,3.8,4.05,60.0,63.0,83.0,85.8,7.26,3.56,61.0,60.7,82.0,83.8,1.25,3.33,49.0,50.2,74.0,75.3,1.33,2.75,36.0,38.1,59.0,63.7,1.86,1.9,27.0,24.2,41.0,45.0,1.26,1.25,7.0,12.0,25.0,31.4,2.18,0.7,34.6,36.1,56.2,58.8,31.5,26.59,
IA4038,IDA-GROVE,42.35,-95.48,4.0,7.4,25.0,27.3,0.42,0.74,5.0,13.4,29.0,33.8,1.7,0.79,25.0,23.5,46.0,44.6,0.63,1.77,35.0,35.8,59.0,60.8,2.54,2.8,50.0,47.9,73.0,72.5,4.79,4.12,57.0,57.9,82.0,81.8,6.31,4.84,61.0,62.4,82.0,85.5,4.69,3.66,61.0,60.0,81.0,83.4,4.03,4.03,51.0,50.3,74.0,75.4,3.22,2.89,37.0,38.6,59.0,63.9,2.7,2.15,28.0,25.0,41.0,45.7,2.01,1.2,9.0,13.2,26.0,31.9,1.5,0.82,35.3,36.3,56.5,58.9,34.54,29.82,
IA4063,INDIANOLA-2-SSW,41.37,-93.55,10.0,11.3,31.0,30.8,0.54,0.98,13.0,17.1,35.0,37.3,0.79,1.13,28.0,26.8,52.0,48.0,0.8,2.12,38.0,39.3,65.0,63.0,3.53,3.54,51.0,50.1,75.0,73.5,4.35,4.46,57.0,59.3,84.0,82.3,2.48,4.63,63.0,63.8,86.0,86.6,6.44,3.86,63.0,61.2,85.0,84.9,5.27,3.61,56.0,52.2,79.0,77.1,7.84,3.45,39.0,41.2,63.0,66.1,2.66,2.43,30.0,28.6,43.0,49.1,3.49,1.8,13.0,17.2,30.0,35.6,2.61,1.18,38.4,39.1,60.7,61.3,40.8,33.18,
IA4101,IOWA-CITY,41.65,-91.53,10.0,12.4,30.0,30.0,0.61,1.07,12.0,18.1,31.0,36.3,0.87,1.09,27.0,27.8,47.0,47.6,1.89,2.24,38.0,40.1,60.0,63.2,5.79,3.66,52.0,51.0,76.0,74.4,4.47,4.24,58.0,60.5,83.0,83.2,5.58,4.55,64.0,65.0,85.0,87.0,8.09,4.62,64.0,62.8,85.0,85.0,7.41,4.09,57.0,54.0,79.0,77.6,2.72,3.5,42.0,42.8,62.0,66.3,2.89,2.76,31.0,30.4,43.0,49.0,1.88,2.17,15.0,18.7,30.0,35.0,1.93,1.43,39.3,40.4,59.3,61.3,44.13,35.42,
IA4142,IOWA-FALLS,42.53,-93.27,4.0,7.1,23.0,25.8,0.39,0.91,5.0,13.4,26.0,32.2,0.88,0.89,24.0,23.8,43.0,43.1,1.38,2.02,34.0,36.6,58.0,59.6,2.39,3.11,50.0,48.4,73.0,72.1,5.17,4.04,57.0,57.7,80.0,81.1,10.46,4.85,61.0,61.8,82.0,84.5,3.74,4.09,61.0,59.2,82.0,82.3,5.79,3.99,52.0,50.0,74.0,74.7,5.56,3.23,37.0,39.1,58.0,63.2,4.66,2.28,28.0,26.0,40.0,45.1,2.54,1.75,9.0,13.6,24.0,30.7,1.97,1.09,35.3,36.4,55.4,57.9,44.93,32.25,
IA4228,JEFFERSON,42.02,-94.38,8.0,9.9,26.0,28.8,0.56,0.89,7.0,15.8,29.0,35.3,1.28,1.0,27.0,25.7,47.0,46.4,0.99,2.09,37.0,38.1,61.0,62.7,3.55,3.14,51.0,49.8,72.0,74.0,5.45,4.06,59.0,59.4,82.0,82.5,4.7,4.72,62.0,63.9,84.0,86.5,4.73,3.83,62.0,61.5,84.0,84.2,3.85,3.93,54.0,52.1,76.0,76.9,4.29,2.94,39.0,40.8,61.0,65.5,3.35,2.16,29.0,27.7,42.0,47.4,2.74,1.54,10.0,15.8,27.0,33.6,1.43,1.01,37.2,38.4,57.6,60.4,36.92,31.3,
IA4389,KEOSAUQUA,40.72,-91.97,13.0,14.0,33.0,33.1,0.76,1.43,14.0,19.6,37.0,39.5,0.9,1.41,29.0,28.8,51.0,50.5,2.67,2.59,39.0,40.9,63.0,65.1,4.24,3.58,51.0,50.9,75.0,75.3,3.29,4.41,58.0,60.1,83.0,83.8,3.92,4.31,64.0,64.8,86.0,88.1,4.72,4.65,63.0,62.6,85.0,86.4,2.16,3.88,58.0,53.8,79.0,78.7,3.39,4.04,42.0,42.9,63.0,67.5,2.37,3.01,32.0,31.2,44.0,51.2,2.49,2.32,16.0,20.0,32.0,37.6,1.81,1.78,39.9,40.8,61.0,63.1,32.72,37.42,
IA4502,KNOXVILLE,41.32,-93.13,11.0,12.2,30.0,30.5,0.21,0.94,12.0,18.2,33.0,36.9,0.36,1.19,27.0,27.7,50.0,47.8,0.74,2.16,39.0,40.4,63.0,62.8,3.43,3.76,53.0,51.6,74.0,73.6,5.01,4.14,58.0,60.7,83.0,82.4,3.53,4.45,64.0,65.4,85.0,86.8,4.82,4.1,64.0,62.9,84.0,84.7,3.29,4.04,57.0,54.1,78.0,76.8,7.96,3.58,41.0,43.1,62.0,65.5,1.31,2.48,30.0,30.2,42.0,49.0,3.65,1.98,13.0,18.3,30.0,35.4,1.04,1.15,39.1,40.4,59.5,61.1,35.35,33.96,
IA4735,LEMARS,42.8,-96.17,2.0,6.7,24.0,26.8,0.41,0.59,3.0,13.0,27.0,33.6,0.7,0.68,24.0,23.4,46.0,44.6,0.64,1.76,34.0,35.8,61.0,61.6,3.47,2.65,50.0,48.3,73.0,73.7,5.79,3.48,57.0,58.3,85.0,82.8,3.71,3.98,60.0,62.6,84.0,86.6,6.24,3.17,60.0,60.4,83.0,84.3,1.95,3.49,50.0,50.3,75.0,76.3,1.92,2.71,36.0,38.4,61.0,64.5,1.4,1.81,27.0,24.7,41.0,45.3,1.77,1.17,7.0,12.6,26.0,31.6,2.27,0.74,34.2,36.3,57.2,59.4,30.27,26.25,
IA4894,LOGAN,41.63,-95.8,9.0,10.0,29.0,30.2,0.42,0.81,11.0,16.1,34.0,36.8,0.44,0.87,28.0,26.1,52.0,47.7,0.87,2.02,38.0,38.4,64.0,63.3,5.0,3.03,50.0,50.2,74.0,74.2,6.76,4.48,58.0,59.7,86.0,83.2,0.71,4.7,63.0,64.3,86.0,87.1,7.22,3.88,62.0,62.0,84.0,84.9,3.38,3.86,54.0,52.3,77.0,77.0,5.63,3.34,38.0,40.5,61.0,66.0,3.08,2.16,30.0,27.2,42.0,48.2,4.05,1.45,11.0,15.6,28.0,34.7,1.56,0.95,37.6,38.6,59.7,61.2,39.12,31.54,
IA5086,MANCHESTER-2,42.47,-91.45,1.0,6.2,23.0,25.1,0.3,0.97,3.0,12.1,26.0,31.2,0.74,1.01,21.0,23.1,39.0,42.2,1.84,2.04,33.0,35.4,53.0,58.2,4.26,3.46,48.0,46.9,73.0,70.3,6.03,4.25,53.0,56.3,77.0,79.4,2.47,4.76,59.0,60.4,80.0,83.2,6.42,4.33,60.0,58.1,80.0,81.3,9.94,4.52,51.0,48.9,73.0,73.4,6.83,3.58,35.0,37.9,55.0,62.1,3.5,2.49,26.0,25.8,39.0,44.8,1.7,2.04,7.0,13.3,26.0,30.9,2.15,1.32,33.2,35.4,53.8,56.9,46.18,34.77,
IA5131,MAQUOKETA-2-W,42.07,-90.7,8.0,9.6,28.0,27.5,0.71,1.27,10.0,15.1,30.0,33.6,0.91,1.28,25.0,25.1,44.0,44.7,1.89,2.27,35.0,37.4,58.0,60.3,6.46,3.26,50.0,48.3,75.0,71.9,5.35,3.86,56.0,57.7,81.0,80.7,3.44,4.43,61.0,61.8,83.0,84.4,6.22,3.57,64.0,59.7,82.0,82.4,9.02,4.29,55.0,50.7,76.0,74.8,3.25,3.7,40.0,39.5,58.0,63.5,3.89,2.51,30.0,27.7,42.0,46.6,1.94,2.23,14.0,16.1,30.0,32.8,2.29,1.63,37.4,37.5,57.4,58.7,45.37,34.3,
IA5198,MARSHALLTOWN,42.07,-92.93,8.0,7.8,26.0,27.2,0.52,0.95,5.0,13.9,28.0,33.4,1.04,1.08,25.0,24.7,45.0,44.4,1.54,2.41,37.0,37.5,58.0,60.0,3.11,3.33,51.0,48.9,73.0,71.8,3.51,4.36,57.0,58.6,80.0,80.9,11.3,5.06,62.0,62.6,82.0,84.8,4.73,4.45,61.0,59.7,81.0,82.6,5.24,4.35,53.0,50.2,75.0,74.8,3.91,3.33,37.0,39.1,59.0,63.4,3.45,2.4,27.0,26.6,40.0,46.4,1.77,1.8,10.0,14.5,26.0,32.3,2.12,1.14,36.1,37.1,56.2,58.6,42.24,34.66,
IA5230,MASON-CITY,43.15,-93.2,1.0,4.8,20.0,23.5,0.18,0.78,4.0,11.2,24.0,29.7,0.43,0.77,23.0,22.0,41.0,40.6,0.8,1.86,34.0,35.3,53.0,57.4,2.23,3.09,50.0,47.1,73.0,70.6,3.24,4.21,55.0,56.8,80.0,79.9,3.55,4.93,60.0,61.2,80.0,83.3,5.22,4.45,61.0,58.7,81.0,81.1,3.01,4.4,51.0,49.3,70.0,73.1,7.82,3.28,36.0,38.5,56.0,61.6,3.88,2.27,27.0,24.8,39.0,43.1,1.46,1.56,7.0,11.9,22.0,28.6,1.04,0.94,34.2,35.2,53.3,56.1,32.86,32.54,
IA5493,MILFORD-4-NW,43.38,-95.18,-1.0,4.1,18.0,23.0,0.47,0.58,4.0,10.8,23.0,29.7,0.64,0.77,22.0,21.5,41.0,40.3,0.9,1.71,33.0,34.9,55.0,57.7,3.46,2.84,50.0,47.1,72.0,70.9,4.51,3.75,56.0,56.8,81.0,80.0,2.41,4.57,60.0,61.2,81.0,83.7,7.55,3.76,60.0,59.2,80.0,81.4,2.13,3.5,49.0,49.5,72.0,72.8,2.79,2.96,36.0,38.2,56.0,61.2,3.13,1.92,27.0,23.8,38.0,42.2,1.59,1.46,3.0,10.8,20.0,27.9,1.67,0.74,33.2,34.9,53.2,56.0,31.25,28.54,
IA5769,MOUNT-AYR,40.7,-94.25,9.0,12.2,32.0,31.3,0.67,0.76,14.0,17.4,36.0,37.8,0.31,1.02,28.0,26.9,51.0,48.4,1.01,2.11,38.0,39.1,60.0,62.4,2.36,3.16,52.0,50.5,72.0,72.2,6.76,4.26,59.0,59.8,81.0,80.8,1.88,4.42,63.0,64.5,83.0,85.8,5.83,4.3,64.0,62.1,83.0,84.1,0.99,3.94,55.0,53.0,76.0,76.4,7.87,3.76,39.0,41.6,61.0,65.5,2.28,2.65,28.0,29.0,43.0,49.3,3.55,1.92,12.0,17.8,29.0,36.0,3.21,0.95,38.4,39.6,58.9,60.9,36.72,33.23,
IA5796,MOUNT-PLEASANT,40.95,-91.55,11.0,13.1,30.0,30.9,0.74,1.39,14.0,18.8,34.0,37.0,0.95,1.29,28.0,28.2,49.0,48.2,2.04,2.46,39.0,40.5,62.0,62.9,3.04,3.41,52.0,51.0,74.0,73.4,2.62,4.1,58.0,60.2,82.0,82.2,7.14,4.14,64.0,64.4,85.0,86.3,3.43,4.47,64.0,62.2,84.0,84.3,3.12,4.01,58.0,53.7,79.0,77.0,3.17,4.14,41.0,43.0,62.0,65.9,0.0,2.79,31.0,30.8,43.0,49.6,2.51,2.25,15.0,19.1,31.0,35.8,1.68,1.68,39.7,40.5,59.6,61.2,30.44,36.15,
IA5837,MUSCATINE,41.4,-91.07,11.0,13.0,28.0,30.3,1.0,1.34,13.0,18.7,32.0,36.6,1.04,1.34,27.0,28.3,46.0,47.7,2.64,2.6,38.0,40.5,59.0,62.8,5.11,3.53,53.0,51.5,75.0,73.9,4.78,4.14,58.0,61.0,81.0,82.7,6.15,4.56,64.0,65.4,84.0,86.3,3.92,4.25,65.0,63.2,83.0,84.3,5.1,3.88,58.0,54.5,77.0,77.0,2.88,3.53,42.0,43.4,61.0,65.7,2.22,2.8,32.0,31.1,43.0,49.0,2.61,2.26,15.0,19.3,31.0,35.3,2.13,1.83,39.6,40.9,58.3,61.0,39.58,36.05,
IA5952,NEW-HAMPTON,43.05,-92.32,1.0,6.3,21.0,24.0,0.47,0.96,6.0,12.5,25.0,30.1,0.63,0.9,22.0,23.0,39.0,41.1,1.6,1.99,33.0,36.1,53.0,57.8,2.06,3.33,50.0,47.9,71.0,70.2,4.89,4.21,55.0,57.2,78.0,79.0,3.74,4.66,60.0,61.5,78.0,82.3,7.48,4.51,61.0,59.4,79.0,80.5,3.88,4.3,52.0,50.4,71.0,72.6,9.8,3.29,37.0,39.5,56.0,61.4,3.77,2.44,27.0,25.9,39.0,43.3,0.66,1.91,8.0,12.9,24.0,29.0,1.87,1.17,34.5,36.1,52.9,56.0,40.85,33.68,
IA5992,NEWTON,41.7,-93.05,6.0,10.9,28.0,28.7,0.66,0.92,6.0,16.9,30.0,35.4,1.3,1.03,22.0,26.6,46.0,46.4,0.99,2.18,35.0,39.4,62.0,62.1,2.17,3.19,48.0,50.7,75.0,73.6,3.54,4.31,54.0,60.2,82.0,82.3,3.88,4.51,59.0,64.6,84.0,86.2,3.36,3.8,59.0,62.4,84.0,84.1,4.56,3.94,51.0,53.4,76.0,76.4,5.13,3.56,36.0,42.2,60.0,64.8,2.22,2.54,26.0,29.1,40.0,47.7,2.0,1.89,10.0,17.1,27.0,33.7,1.74,1.05,34.5,39.5,57.8,60.2,31.55,32.91,
IA6103,NORTHWOOD,43.45,-93.22,0.0,4.3,19.0,22.6,0.6,0.92,5.0,10.6,24.0,29.0,0.35,0.73,22.0,21.7,40.0,39.9,0.81,2.0,33.0,35.2,54.0,57.2,2.09,3.18,50.0,47.4,73.0,70.6,4.27,4.12,56.0,57.4,80.0,79.8,3.06,4.67,61.0,61.3,80.0,83.2,5.89,4.27,61.0,58.9,81.0,81.1,2.58,4.18,51.0,49.2,71.0,72.8,9.13,3.27,37.0,38.3,56.0,61.0,3.2,2.07,27.0,24.5,38.0,42.1,1.15,1.63,5.0,11.5,21.0,27.7,2.08,1.04,34.1,35.1,53.1,55.6,35.21,32.07,
IA6151,OAKLAND-2-E,41.32,-95.38,10.0,9.7,30.0,30.4,0.33,0.73,13.0,15.9,38.0,36.7,0.3,0.97,27.0,25.5,53.0,47.7,0.72,2.02,38.0,37.5,64.0,62.9,4.04,3.15,50.0,49.4,73.0,73.6,6.2,4.23,58.0,59.0,84.0,82.4,2.65,4.94,62.0,63.4,83.0,86.0,6.95,4.03,61.0,61.1,83.0,83.8,2.31,4.05,54.0,51.6,77.0,76.6,7.85,3.62,38.0,39.9,61.0,65.7,3.33,2.24,29.0,26.8,42.0,48.2,2.54,1.48,11.0,15.5,29.0,35.0,1.64,0.88,37.6,38.0,59.7,60.8,38.86,32.35,
IA6200,OELWEIN-2-S,42.65,-91.92,3.0,6.7,23.0,24.8,0.51,0.99,6.0,12.9,26.0,30.8,0.9,1.07,23.0,23.6,40.0,42.0,1.27,1.94,34.0,36.2,56.0,58.4,2.71,3.28,49.0,47.9,73.0,70.5,4.63,4.16,56.0,57.3,80.0,79.4,0.0,4.42,59.0,61.3,79.0,82.8,6.19,4.16,60.0,59.2,81.0,80.8,2.3,4.47,52.0,50.3,73.0,73.1,3.7,3.36,36.0,39.4,57.0,61.7,4.23,2.39,27.0,26.1,40.0,44.2,1.28,1.84,8.0,13.6,25.0,29.9,1.63,1.36,34.6,36.3,54.5,56.6,29.35,33.43,
IA6243,ONAWA,42.02,-96.1,8.0,9.6,28.0,30.0,0.52,0.68,9.0,16.1,33.0,36.9,0.76,0.88,28.0,25.7,51.0,47.7,1.1,2.04,38.0,38.4,63.0,63.7,4.22,3.06,51.0,50.1,73.0,74.7,5.8,4.29,60.0,59.7,85.0,83.5,1.12,4.5,63.0,64.2,85.0,87.2,6.98,3.73,62.0,62.1,83.0,84.9,4.0,3.42,53.0,52.3,75.0,77.1,2.85,2.87,39.0,40.7,60.0,66.0,2.78,2.19,31.0,27.0,42.0,47.9,1.82,1.39,11.0,15.3,27.0,34.3,1.85,0.82,37.8,38.5,58.8,61.2,33.8,29.88,
IA6305,OSAGE,43.28,-92.8,0.0,5.8,20.0,23.5,0.71,0.96,6.0,12.1,25.0,29.7,0.48,0.86,22.0,23.1,40.0,40.6,1.13,2.1,34.0,36.3,54.0,57.5,2.29,3.26,50.0,48.2,73.0,70.2,2.48,4.03,57.0,57.7,79.0,79.2,2.18,4.67,61.0,62.0,79.0,82.5,5.43,4.52,62.0,59.8,81.0,80.5,3.75,4.46,53.0,50.4,71.0,72.4,9.45,3.49,38.0,39.6,56.0,61.0,4.17,2.32,28.0,25.9,39.0,43.0,1.17,1.65,8.0,12.7,23.0,28.5,1.52,1.15,35.0,36.2,53.3,55.8,34.76,33.49,
IA6316,OSCEOLA-3-WSW,41.02,-93.75,9.0,11.8,29.0,30.6,0.24,0.9,14.0,17.1,36.0,37.0,0.79,1.13,29.0,26.8,51.0,47.9,0.49,2.25,39.0,39.2,64.0,62.5,3.08,3.49,51.0,50.2,74.0,73.0,5.43,4.68,57.0,59.5,84.0,81.7,2.19,4.58,62.0,64.0,85.0,86.3,6.06,4.5,61.0,61.7,84.0,84.3,5.16,3.94,52.0,52.6,77.0,76.5,9.91,4.08,36.0,41.5,61.0,65.2,1.35,2.49,25.0,28.6,42.0,48.6,3.07,2.06,9.0,17.2,28.0,35.3,2.45,1.18,36.9,39.2,59.8,60.8,40.22,35.26,
IA6327,OSKALOOSA,41.32,-92.65,11.0,11.8,30.0,30.3,0.59,1.09,13.0,17.6,34.0,36.5,0.83,1.22,28.0,27.1,49.0,47.5,1.45,2.32,39.0,39.5,62.0,62.3,4.66,3.56,52.0,50.6,75.0,73.3,6.87,4.3,59.0,60.1,83.0,82.1,2.39,4.63,64.0,64.4,86.0,86.3,3.54,4.12,64.0,61.8,85.0,84.3,3.34,3.92,56.0,52.9,79.0,76.7,6.9,3.85,41.0,42.0,62.0,65.4,1.91,2.71,30.0,29.4,43.0,48.8,2.67,2.38,14.0,18.0,30.0,35.1,1.25,1.35,39.3,39.7,59.8,60.8,36.4,35.45,
IA6566,PERRY,41.83,-94.12,4.0,8.4,26.0,27.7,0.47,0.8,5.0,14.3,27.0,33.9,0.64,0.88,26.0,24.8,45.0,44.8,0.99,1.94,37.0,37.3,58.0,60.4,2.8,3.11,51.0,49.0,72.0,72.2,5.34,4.22,57.0,58.8,80.0,81.0,4.99,4.71,62.0,63.0,82.0,85.1,4.62,3.85,61.0,60.2,82.0,82.9,3.75,4.16,53.0,50.6,76.0,75.6,4.61,3.12,36.0,39.1,59.0,64.3,3.73,2.18,28.0,26.5,41.0,46.8,2.7,1.59,8.0,14.9,26.0,32.8,1.87,0.97,35.7,37.3,56.2,59.0,36.51,31.55,
IA6719,POCAHONTAS,42.7,-94.67,4.0,5.8,23.0,25.0,0.29,0.7,6.0,12.0,27.0,31.3,0.59,0.78,24.0,22.8,44.0,42.0,0.69,1.95,34.0,35.7,58.0,59.2,2.94,2.94,49.0,47.7,72.0,72.2,2.8,3.74,56.0,57.7,80.0,81.4,2.6,4.49,60.0,61.6,81.0,84.8,5.08,3.93,60.0,59.1,80.0,82.4,5.12,4.12,49.0,49.3,73.0,74.7,3.41,2.98,33.0,37.9,57.0,62.9,2.85,2.01,27.0,24.7,40.0,44.4,1.51,1.51,4.0,12.2,23.0,30.0,1.64,0.92,33.8,35.6,54.8,57.6,29.52,30.07,
IA6800,PRIMGHAR,43.08,-95.63,2.0,6.2,22.0,24.9,0.12,0.62,6.0,12.8,25.0,31.9,0.3,0.72,24.0,22.9,44.0,42.7,0.95,1.7,36.0,36.1,59.0,59.9,3.04,2.73,51.0,48.4,73.0,72.6,5.78,3.64,59.0,58.0,83.0,81.6,2.0,4.61,61.0,62.4,82.0,85.2,5.16,3.95,62.0,60.4,82.0,83.0,4.25,4.02,50.0,50.7,73.0,75.1,2.2,2.8,37.0,39.3,59.0,63.5,2.51,1.88,27.0,25.0,40.0,43.9,1.44,1.25,6.0,12.2,23.0,29.6,2.2,0.76,35.1,36.3,55.5,57.9,29.95,28.68,
IA6940,RED-OAK,41.0,-95.23,11.0,11.9,32.0,31.6,0.19,0.84,15.0,17.5,40.0,38.3,0.48,1.15,29.0,27.3,55.0,49.4,0.77,2.19,39.0,39.4,65.0,64.5,4.92,3.48,51.0,50.7,76.0,75.4,4.46,4.54,59.0,59.9,87.0,84.3,2.46,5.14,64.0,64.6,87.0,88.4,8.89,4.23,63.0,62.2,87.0,86.3,2.22,4.22,56.0,52.8,80.0,78.3,7.75,3.99,40.0,41.2,63.0,66.6,2.83,2.36,30.0,28.4,44.0,49.2,3.25,1.8,11.0,17.2,29.0,36.0,2.53,1.06,39.1,39.5,62.0,62.4,40.75,35.0,
IA7147,ROCK-RAPIDS,43.43,-96.17,-4.0,3.4,21.0,24.6,0.17,0.52,0.0,10.0,25.0,30.9,0.46,0.72,20.0,21.2,42.0,41.7,1.21,1.65,33.0,34.4,55.0,58.8,3.08,2.66,50.0,46.7,71.0,71.8,6.77,3.29,56.0,57.1,80.0,80.9,4.01,4.39,59.0,61.6,82.0,85.5,5.43,3.36,59.0,58.9,82.0,83.3,2.13,3.49,47.0,48.3,72.0,74.1,1.95,2.63,32.0,36.1,58.0,62.4,1.99,1.76,26.0,22.6,40.0,43.5,1.46,1.36,6.0,10.0,24.0,29.5,1.75,0.71,32.2,34.3,54.4,57.3,30.41,26.53,
