stationID,stationName,Latitude,Longitude,01_MINT,C01_MINT,01_MAXT,C01_MAXT,01_PREC,C01_PREC,02_MINT,C02_MINT,02_MAXT,C02_MAXT,02_PREC,C02_PREC,03_MINT,C03_MINT,03_MAXT,C03_MAXT,03_PREC,C03_PREC,04_MINT,C04_MINT,04_MAXT,C04_MAXT,04_PREC,C04_PREC,05_MINT,C05_MINT,05_MAXT,C05_MAXT,05_PREC,C05_PREC,06_MINT,C06_MINT,06_MAXT,C06_MAXT,06_PREC,C06_PREC,07_MINT,C07_MINT,07_MAXT,C07_MAXT,07_PREC,C07_PREC,08_MINT,C08_MINT,08_MAXT,C08_MAXT,08_PREC,C08_PREC,09_MINT,C09_MINT,09_MAXT,C09_MAXT,09_PREC,C09_PREC,10_MINT,C10_MINT,10_MAXT,C10_MAXT,10_PREC,C10_PREC,11_MINT,C11_MINT,11_MAXT,C11_MAXT,11_PREC,C11_PREC,12_MINT,C12_MINT,12_MAXT,C12_MAXT,12_PREC,C12_PREC,1971_MINT,CYR_MINT,1971_MAXT,CYR_MAXT,1971_PREC,CYR_PREC,
IA3438,GREENFIELD,41.3,-94.47,8.0,11.5,26.0,30.3,1.83,0.89,15.0,17.2,30.0,36.8,2.63,1.12,26.0,26.5,45.0,47.7,0.33,2.23,40.0,39.0,65.0,63.0,1.62,3.42,47.0,50.3,69.0,73.6,7.83,4.14,64.0,59.8,87.0,82.3,3.21,4.42,60.0,64.5,84.0,86.4,1.42,4.29,60.0,62.3,85.0,84.6,2.73,3.69,55.0,53.4,80.0,77.0,2.23,3.9,47.0,42.3,71.0,65.9,3.83,2.28,32.0,28.9,49.0,48.4,3.67,1.8,23.0,17.2,36.0,35.0,0.77,1.04,39.9,39.5,60.9,61.0,32.1,33.21,
IA3473,GRINNELL-3-SW,41.72,-92.73,2.0,8.1,23.0,27.4,2.9,1.15,9.0,13.6,27.0,33.5,2.24,1.21,21.0,23.5,40.0,44.5,0.45,2.41,33.0,35.8,62.0,59.8,1.54,3.47,41.0,47.0,67.0,71.1,4.02,4.23,63.0,56.9,85.0,80.3,4.37,4.62,57.0,61.7,80.0,84.6,5.03,4.13,53.0,58.9,81.0,82.6,0.85,4.2,50.0,49.7,78.0,74.8,2.08,3.65,44.0,38.1,69.0,63.6,2.74,2.45,27.0,26.2,48.0,46.9,4.02,2.12,19.0,14.6,34.0,32.8,2.77,1.37,35.0,36.2,58.1,58.6,33.01,35.01,
IA3487,GRUNDY-CENTER,42.37,-92.78,1.0,6.6,20.0,25.0,0.69,0.85,10.0,12.6,25.0,31.2,3.07,0.96,22.0,23.1,37.0,42.3,1.12,2.2,35.0,35.7,61.0,58.4,1.02,3.21,43.0,47.5,67.0,70.7,5.56,4.26,63.0,57.5,85.0,79.6,4.18,4.86,58.0,61.5,80.0,83.2,3.15,4.43,55.0,58.9,82.0,81.1,0.78,3.92,50.0,49.4,77.0,73.7,1.8,3.05,44.0,38.3,69.0,62.4,3.38,2.41,28.0,25.4,45.0,44.9,2.53,1.8,17.0,13.1,31.0,30.3,1.24,1.08,35.5,35.9,56.8,57.0,28.52,33.03,
IA3509,GUTHRIE-CENTER,41.68,-94.5,3.0,9.0,25.0,28.9,1.63,0.74,10.0,14.6,31.0,35.3,2.7,0.99,22.0,24.7,41.0,46.0,1.43,2.24,37.0,37.2,64.0,61.4,2.11,3.01,45.0,48.6,69.0,72.8,6.01,4.18,62.0,58.3,86.0,81.8,7.45,4.68,58.0,62.9,83.0,86.4,2.0,3.78,57.0,60.4,84.0,84.2,1.62,4.06,49.0,50.4,80.0,76.3,1.15,3.15,44.0,38.9,69.0,64.6,3.87,2.22,30.0,26.7,48.0,47.3,4.02,1.65,19.0,14.9,33.0,33.8,1.17,1.02,36.4,37.3,59.7,60.0,35.16,31.73,
IA3517,GUTTENBERG-L-AND-D-10,42.78,-91.1,0.0,9.1,22.0,27.1,1.11,0.97,11.0,14.6,29.0,33.0,3.58,1.04,26.0,25.6,39.0,43.7,0.0,1.88,36.0,39.0,62.0,59.1,1.33,3.25,45.0,50.6,70.0,71.4,3.13,3.89,63.0,59.9,85.0,80.3,6.74,4.3,59.0,64.3,81.0,84.1,4.03,4.28,57.0,62.3,82.0,82.1,1.23,3.92,55.0,53.4,77.0,73.8,3.35,2.98,48.0,42.3,69.0,62.4,2.41,2.22,29.0,29.2,46.0,45.5,3.7,1.88,20.0,16.4,35.0,31.9,2.53,1.28,37.5,39.0,58.2,58.0,33.14,31.9,
IA3584,HAMPTON-2-NW,42.75,-93.2,-1.0,6.2,18.0,24.0,2.93,0.84,11.0,12.6,26.0,30.4,2.57,0.89,21.0,23.0,37.0,41.2,1.3,2.02,36.0,35.9,61.0,57.9,1.52,3.05,44.0,48.0,69.0,70.9,3.99,4.33,64.0,57.7,86.0,80.0,5.33,4.98,58.0,61.8,79.0,83.2,3.3,4.88,57.0,59.2,82.0,81.3,1.2,3.96,52.0,49.8,77.0,73.8,2.12,3.17,45.0,39.0,66.0,62.2,3.72,2.31,29.0,25.7,45.0,43.9,2.94,1.61,16.0,12.9,30.0,29.2,1.95,1.08,36.1,36.0,56.4,56.6,32.87,33.12,
IA3632,HARLAN,41.65,-95.32,6.0,9.9,26.0,29.5,0.76,0.75,13.0,15.9,32.0,35.9,2.21,0.94,24.0,25.6,44.0,47.0,0.82,2.1,37.0,37.9,65.0,62.6,1.51,3.23,45.0,49.6,71.0,73.5,5.51,4.3,62.0,59.2,88.0,82.3,5.28,4.51,59.0,63.7,84.0,86.0,2.27,3.84,59.0,61.6,85.0,83.7,1.11,4.0,52.0,52.2,80.0,75.8,1.03,4.04,45.0,40.5,68.0,64.5,5.42,2.29,29.0,27.3,48.0,47.3,3.38,1.54,20.0,15.7,35.0,33.9,1.13,0.93,37.7,38.3,60.4,60.2,30.43,32.48,
IA3718,HAWARDEN,43.0,-96.48,4.0,6.3,21.0,26.9,0.22,0.51,13.0,12.7,32.0,33.4,1.94,0.71,22.0,23.2,44.0,44.2,1.5,1.65,37.0,36.0,64.0,60.9,1.34,2.68,45.0,48.1,71.0,72.8,1.14,3.5,62.0,58.4,85.0,81.8,6.8,4.05,59.0,63.0,83.0,85.8,1.78,3.56,59.0,60.7,85.0,83.8,1.23,3.33,49.0,50.2,77.0,75.3,1.0,2.75,43.0,38.1,66.0,63.7,3.66,1.9,25.0,24.2,46.0,45.0,1.64,1.25,13.0,12.0,31.0,31.4,0.94,0.7,36.1,36.1,58.9,58.8,23.19,26.59,
IA4038,IDA-GROVE,42.35,-95.48,5.0,7.4,23.0,27.3,0.66,0.74,13.0,13.4,31.0,33.8,4.21,0.79,23.0,23.5,42.0,44.6,1.22,1.77,37.0,35.8,64.0,60.8,1.52,2.8,45.0,47.9,70.0,72.5,1.8,4.12,62.0,57.9,86.0,81.8,3.06,4.84,58.0,62.4,83.0,85.5,4.01,3.66,58.0,60.0,84.0,83.4,1.3,4.03,51.0,50.3,78.0,75.4,2.54,2.89,44.0,38.6,67.0,63.9,4.99,2.15,28.0,25.0,47.0,45.7,1.41,1.2,17.0,13.2,33.0,31.9,0.81,0.82,36.8,36.3,59.1,58.9,27.53,29.82,
IA4063,INDIANOLA-2-SSW,41.37,-93.55,7.0,11.3,28.0,30.8,2.0,0.98,15.0,17.1,32.0,37.3,1.95,1.13,26.0,26.8,46.0,48.0,0.27,2.12,39.0,39.3,68.0,63.0,1.33,3.54,45.0,50.1,72.0,73.5,5.75,4.46,65.0,59.3,89.0,82.3,3.4,4.63,59.0,63.8,85.0,86.6,2.17,3.86,57.0,61.2,87.0,84.9,1.28,3.61,54.0,52.2,82.0,77.1,2.79,3.45,48.0,41.2,73.0,66.1,3.56,2.43,32.0,28.6,51.0,49.1,3.8,1.8,23.0,17.2,38.0,35.6,0.83,1.18,39.3,39.1,62.7,61.3,29.13,33.18,
IA4101,IOWA-CITY,41.65,-91.53,7.0,12.4,26.0,30.0,1.18,1.07,17.0,18.1,33.0,36.3,2.48,1.09,26.0,27.8,44.0,47.6,0.57,2.24,39.0,40.1,66.0,63.2,1.79,3.66,46.0,51.0,72.0,74.4,2.12,4.24,66.0,60.5,89.0,83.2,2.28,4.55,62.0,65.0,84.0,87.0,6.74,4.62,60.0,62.8,85.0,85.0,1.23,4.09,57.0,54.0,81.0,77.6,3.99,3.5,50.0,42.8,74.0,66.3,3.35,2.76,32.0,30.4,49.0,49.0,1.94,2.17,25.0,18.7,38.0,35.0,4.5,1.43,40.7,40.4,61.9,61.3,32.17,35.42,
IA4142,IOWA-FALLS,42.53,-93.27,2.0,7.1,22.0,25.8,1.95,0.91,12.0,13.4,28.0,32.2,3.25,0.89,23.0,23.8,39.0,43.1,1.15,2.02,36.0,36.6,64.0,59.6,1.01,3.11,44.0,48.4,70.0,72.1,3.07,4.04,64.0,57.7,88.0,81.1,4.67,4.85,59.0,61.8,80.0,84.5,4.72,4.09,56.0,59.2,82.0,82.3,1.17,3.99,52.0,50.0,79.0,74.7,1.72,3.23,46.0,39.1,68.0,63.2,3.75,2.28,29.0,26.0,45.0,45.1,3.35,1.75,17.0,13.6,32.0,30.7,0.75,1.09,36.7,36.4,58.2,57.9,30.56,32.25,
IA4228,JEFFERSON,42.02,-94.38,7.0,9.9,24.0,28.8,1.9,0.89,15.0,15.8,31.0,35.3,3.27,1.0,26.0,25.7,43.0,46.4,1.01,2.09,38.0,38.1,65.0,62.7,0.76,3.14,46.0,49.8,70.0,74.0,4.59,4.06,64.0,59.4,86.0,82.5,3.73,4.72,61.0,63.9,82.0,86.5,2.49,3.83,60.0,61.5,84.0,84.2,0.57,3.93,54.0,52.1,80.0,76.9,1.02,2.94,47.0,40.8,70.0,65.5,4.83,2.16,31.0,27.7,48.0,47.4,4.13,1.54,20.0,15.8,35.0,33.6,1.18,1.01,39.2,38.4,59.9,60.4,29.48,31.3,
IA4389,KEOSAUQUA,40.72,-91.97,8.0,14.0,29.0,33.1,1.65,1.43,19.0,19.6,35.0,39.5,1.27,1.41,27.0,28.8,47.0,50.5,0.82,2.59,40.0,40.9,68.0,65.1,0.74,3.58,47.0,50.9,73.0,75.3,2.49,4.41,65.0,60.1,89.0,83.8,2.36,4.31,62.0,64.8,85.0,88.1,3.26,4.65,60.0,62.6,88.0,86.4,0.88,3.88,57.0,53.8,82.0,78.7,4.2,4.04,50.0,42.9,73.0,67.5,3.58,3.01,33.0,31.2,53.0,51.2,2.36,2.32,27.0,20.0,40.0,37.6,4.52,1.78,41.4,40.8,63.6,63.1,28.13,37.42,
IA4502,KNOXVILLE,41.32,-93.13,7.0,12.2,27.0,30.5,0.0,0.94,16.0,18.2,32.0,36.9,1.55,1.19,27.0,27.7,45.0,47.8,0.15,2.16,39.0,40.4,66.0,62.8,1.68,3.76,48.0,51.6,71.0,73.6,3.61,4.14,66.0,60.7,89.0,82.4,1.43,4.45,62.0,65.4,84.0,86.8,3.48,4.1,61.0,62.9,85.0,84.7,1.64,4.04,57.0,54.1,80.0,76.8,2.44,3.58,49.0,43.1,71.0,65.5,4.05,2.48,33.0,30.2,50.0,49.0,3.49,1.98,24.0,18.3,38.0,35.4,1.63,1.15,40.8,40.4,61.7,61.1,25.15,33.96,
IA4735,LEMARS,42.8,-96.17,3.0,6.7,21.0,26.8,0.48,0.59,13.0,13.0,31.0,33.6,2.05,0.68,23.0,23.4,44.0,44.6,0.61,1.76,35.0,35.8,65.0,61.6,1.56,2.65,44.0,48.3,71.0,73.7,2.71,3.48,62.0,58.3,87.0,82.8,9.21,3.98,58.0,62.6,84.0,86.6,2.32,3.17,57.0,60.4,86.0,84.3,0.68,3.49,49.0,50.3,79.0,76.3,1.02,2.71,43.0,38.4,68.0,64.5,3.16,1.81,25.0,24.7,46.0,45.3,2.16,1.17,13.0,12.6,31.0,31.6,0.79,0.74,35.4,36.3,59.6,59.4,26.75,26.25,
IA4894,LOGAN,41.63,-95.8,7.0,10.0,27.0,30.2,0.85,0.81,14.0,16.1,31.0,36.8,2.54,0.87,25.0,26.1,46.0,47.7,0.57,2.02,39.0,38.4,66.0,63.3,1.19,3.03,47.0,50.2,72.0,74.2,5.21,4.48,63.0,59.7,89.0,83.2,4.44,4.7,60.0,64.3,87.0,87.1,2.44,3.88,59.0,62.0,88.0,84.9,1.42,3.86,53.0,52.3,81.0,77.0,1.56,3.34,46.0,40.5,69.0,66.0,5.31,2.16,29.0,27.2,49.0,48.2,2.52,1.45,19.0,15.6,36.0,34.7,1.07,0.95,38.5,38.6,61.9,61.2,29.12,31.54,
IA5086,MANCHESTER-2,42.47,-91.45,-2.0,6.2,21.0,25.1,1.51,0.97,9.0,12.1,26.0,31.2,3.05,1.01,20.0,23.1,37.0,42.2,2.16,2.04,33.0,35.4,59.0,58.2,0.89,3.46,41.0,46.9,69.0,70.3,3.78,4.25,61.0,56.3,84.0,79.4,6.44,4.76,57.0,60.4,79.0,83.2,4.2,4.33,54.0,58.1,80.0,81.3,1.7,4.52,52.0,48.9,75.0,73.4,2.54,3.58,45.0,37.9,68.0,62.1,2.97,2.49,27.0,25.8,45.0,44.8,3.69,2.04,18.0,13.3,33.0,30.9,2.84,1.32,34.8,35.4,56.4,56.9,35.77,34.77,
IA5131,MAQUOKETA-2-W,42.07,-90.7,5.0,9.6,26.0,27.5,0.96,1.27,16.0,15.1,32.0,33.6,2.58,1.28,25.0,25.1,43.0,44.7,1.03,2.27,36.0,37.4,64.0,60.3,2.41,3.26,45.0,48.3,71.0,71.9,2.29,3.86,66.0,57.7,87.0,80.7,5.34,4.43,62.0,61.8,81.0,84.4,3.21,3.57,58.0,59.7,83.0,82.4,1.53,4.29,56.0,50.7,79.0,74.8,4.08,3.7,49.0,39.5,72.0,63.5,2.95,2.51,30.0,27.7,48.0,46.6,3.61,2.23,23.0,16.1,38.0,32.8,4.02,1.63,39.3,37.5,60.6,58.7,34.01,34.3,
IA5198,MARSHALLTOWN,42.07,-92.93,3.0,7.8,24.0,27.2,1.7,0.95,13.0,13.9,29.0,33.4,3.48,1.08,24.0,24.7,41.0,44.4,0.97,2.41,37.0,37.5,63.0,60.0,1.36,3.33,45.0,48.9,69.0,71.8,3.91,4.36,65.0,58.6,87.0,80.9,4.61,5.06,59.0,62.6,81.0,84.8,2.97,4.45,57.0,59.7,83.0,82.6,1.32,4.35,52.0,50.2,79.0,74.8,1.54,3.33,46.0,39.1,68.0,63.4,2.86,2.4,31.0,26.6,47.0,46.4,3.09,1.8,22.0,14.5,34.0,32.3,1.88,1.14,38.0,37.1,58.9,58.6,29.69,34.66,
IA5230,MASON-CITY,43.15,-93.2,-1.0,4.8,17.0,23.5,0.96,0.78,10.0,11.2,25.0,29.7,3.02,0.77,21.0,22.0,37.0,40.6,1.87,1.86,37.0,35.3,60.0,57.4,0.83,3.09,44.0,47.1,68.0,70.6,2.64,4.21,62.0,56.8,85.0,79.9,7.41,4.93,57.0,61.2,80.0,83.3,1.81,4.45,56.0,58.7,82.0,81.1,1.3,4.4,52.0,49.3,75.0,73.1,4.91,3.28,45.0,38.5,65.0,61.6,4.38,2.27,28.0,24.8,44.0,43.1,3.77,1.56,15.0,11.9,30.0,28.6,1.05,0.94,35.6,35.2,55.7,56.1,33.95,32.54,
IA5493,MILFORD-4-NW,43.38,-95.18,-1.0,4.1,17.0,23.0,0.23,0.58,10.0,10.8,27.0,29.7,2.86,0.77,20.0,21.5,38.0,40.3,1.06,1.71,34.0,34.9,62.0,57.7,1.3,2.84,43.0,47.1,70.0,70.9,1.73,3.75,61.0,56.8,84.0,80.0,4.93,4.57,57.0,61.2,81.0,83.7,3.99,3.76,58.0,59.2,84.0,81.4,1.24,3.5,50.0,49.5,75.0,72.8,1.49,2.96,43.0,38.2,64.0,61.2,5.35,1.92,26.0,23.8,43.0,42.2,1.84,1.46,12.0,10.8,27.0,27.9,1.0,0.74,34.5,34.9,56.0,56.0,27.02,28.54,
IA5769,MOUNT-AYR,40.7,-94.25,6.0,12.2,28.0,31.3,1.0,0.76,12.0,17.4,33.0,37.8,0.86,1.02,25.0,26.9,45.0,48.4,0.91,2.11,40.0,39.1,66.0,62.4,1.77,3.16,47.0,50.5,68.0,72.2,3.21,4.26,64.0,59.8,85.0,80.8,2.91,4.42,61.0,64.5,83.0,85.8,1.56,4.3,61.0,62.1,84.0,84.1,3.59,3.94,57.0,53.0,79.0,76.4,4.09,3.76,48.0,41.6,70.0,65.5,4.44,2.65,31.0,29.0,50.0,49.3,4.26,1.92,24.0,17.8,37.0,36.0,1.12,0.95,39.8,39.6,60.8,60.9,29.72,33.23,
IA5796,MOUNT-PLEASANT,40.95,-91.55,8.0,13.1,28.0,30.9,1.6,1.39,19.0,18.8,33.0,37.0,1.7,1.29,27.0,28.2,45.0,48.2,0.94,2.46,40.0,40.5,67.0,62.9,1.54,3.41,47.0,51.0,72.0,73.4,1.91,4.1,65.0,60.2,88.0,82.2,2.32,4.14,61.0,64.4,83.0,86.3,5.3,4.47,60.0,62.2,85.0,84.3,2.57,4.01,58.0,53.7,80.0,77.0,3.44,4.14,51.0,43.0,73.0,65.9,2.5,2.79,33.0,30.8,51.0,49.6,2.16,2.25,26.0,19.1,39.0,35.8,4.5,1.68,41.3,40.5,62.3,61.2,30.48,36.15,
IA5837,MUSCATINE,41.4,-91.07,7.0,13.0,27.0,30.3,1.56,1.34,19.0,18.7,33.0,36.6,1.58,1.34,27.0,28.3,46.0,47.7,0.72,2.6,39.0,40.5,66.0,62.8,2.06,3.53,48.0,51.5,71.0,73.9,2.51,4.14,65.0,61.0,87.0,82.7,1.86,4.56,62.0,65.4,82.0,86.3,8.64,4.25,61.0,63.2,85.0,84.3,0.39,3.88,59.0,54.5,80.0,77.0,3.46,3.53,50.0,43.4,73.0,65.7,1.45,2.8,34.0,31.1,50.0,49.0,2.47,2.26,26.0,19.3,39.0,35.3,4.58,1.83,41.5,40.9,61.7,61.0,31.28,36.05,
IA5952,NEW-HAMPTON,43.05,-92.32,-1.0,6.3,20.0,24.0,0.79,0.96,10.0,12.5,26.0,30.1,2.38,0.9,19.0,23.0,37.0,41.1,1.38,1.99,35.0,36.1,61.0,57.8,1.14,3.33,44.0,47.9,68.0,70.2,5.04,4.21,62.0,57.2,82.0,79.0,6.27,4.66,58.0,61.5,77.0,82.3,2.63,4.51,56.0,59.4,79.0,80.5,0.88,4.3,53.0,50.4,74.0,72.6,1.8,3.29,46.0,39.5,66.0,61.4,2.73,2.44,28.0,25.9,44.0,43.3,3.53,1.91,17.0,12.9,32.0,29.0,1.19,1.17,35.6,36.1,55.6,56.0,29.76,33.68,
IA5992,NEWTON,41.7,-93.05,7.0,10.9,26.0,28.7,0.82,0.92,15.0,16.9,31.0,35.4,1.95,1.03,26.0,26.6,44.0,46.4,0.2,2.18,39.0,39.4,66.0,62.1,0.85,3.19,47.0,50.7,71.0,73.6,2.5,4.31,65.0,60.2,89.0,82.3,3.38,4.51,61.0,64.6,83.0,86.2,4.57,3.8,60.0,62.4,86.0,84.1,1.02,3.94,56.0,53.4,82.0,76.4,2.43,3.56,49.0,42.2,72.0,64.8,2.81,2.54,31.0,29.1,48.0,47.7,1.08,1.89,22.0,17.1,36.0,33.7,2.31,1.05,39.9,39.5,61.2,60.2,23.92,32.91,
IA6103,NORTHWOOD,43.45,-93.22,-2.0,4.3,18.0,22.6,2.14,0.92,10.0,10.6,25.0,29.0,3.08,0.73,20.0,21.7,36.0,39.9,0.99,2.0,34.0,35.2,62.0,57.2,0.41,3.18,43.0,47.4,69.0,70.6,2.3,4.12,62.0,57.4,85.0,79.8,8.69,4.67,58.0,61.3,81.0,83.2,1.63,4.27,57.0,58.9,83.0,81.1,0.61,4.18,52.0,49.2,76.0,72.8,2.59,3.27,46.0,38.3,65.0,61.0,4.97,2.07,28.0,24.5,43.0,42.1,3.35,1.63,14.0,11.5,29.0,27.7,0.85,1.04,35.3,35.1,56.0,55.6,31.61,32.07,
IA6151,OAKLAND-2-E,41.32,-95.38,7.0,9.7,27.0,30.4,0.94,0.73,13.0,15.9,31.0,36.7,2.14,0.97,25.0,25.5,46.0,47.7,0.28,2.02,38.0,37.5,66.0,62.9,1.51,3.15,47.0,49.4,71.0,73.6,7.08,4.23,63.0,59.0,88.0,82.4,3.84,4.94,58.0,63.4,83.0,86.0,2.03,4.03,59.0,61.1,84.0,83.8,2.23,4.05,52.0,51.6,81.0,76.6,0.6,3.62,45.0,39.9,70.0,65.7,5.09,2.24,30.0,26.8,49.0,48.2,4.06,1.48,21.0,15.5,36.0,35.0,0.96,0.88,38.2,38.0,61.1,60.8,30.76,32.35,
IA6200,OELWEIN-2-S,42.65,-91.92,3.0,6.7,22.0,24.8,0.0,0.99,10.0,12.9,26.0,30.8,2.78,1.07,21.0,23.6,37.0,42.0,1.01,1.94,36.0,36.2,62.0,58.4,0.0,3.28,45.0,47.9,67.0,70.5,0.0,4.16,61.0,57.3,84.0,79.4,4.31,4.42,56.0,61.3,79.0,82.8,3.7,4.16,56.0,59.2,81.0,80.8,0.82,4.47,53.0,50.3,78.0,73.1,0.0,3.36,47.0,39.4,68.0,61.7,1.39,2.39,28.0,26.1,45.0,44.2,3.63,1.84,18.0,13.6,33.0,29.9,1.98,1.36,36.2,36.3,56.9,56.6,19.62,33.43,
IA6243,ONAWA,42.02,-96.1,8.0,9.6,26.0,30.0,0.56,0.68,15.0,16.1,33.0,36.9,2.54,0.88,26.0,25.7,45.0,47.7,0.43,2.04,39.0,38.4,66.0,63.7,1.2,3.06,47.0,50.1,72.0,74.7,3.15,4.29,64.0,59.7,88.0,83.5,4.3,4.5,60.0,64.2,84.0,87.2,3.24,3.73,61.0,62.1,86.0,84.9,2.0,3.42,53.0,52.3,79.0,77.1,1.96,2.87,45.0,40.7,68.0,66.0,3.74,2.19,30.0,27.0,49.0,47.9,1.39,1.39,19.0,15.3,34.0,34.3,0.71,0.82,39.0,38.5,60.9,61.2,25.22,29.88,
IA6305,OSAGE,43.28,-92.8,0.0,5.8,19.0,23.5,1.36,0.96,11.0,12.1,26.0,29.7,3.27,0.86,21.0,23.1,37.0,40.6,1.13,2.1,36.0,36.3,61.0,57.5,0.6,3.26,44.0,48.2,69.0,70.2,2.79,4.03,62.0,57.7,84.0,79.2,8.98,4.67,59.0,62.0,79.0,82.5,2.1,4.52,58.0,59.8,81.0,80.5,0.76,4.46,53.0,50.4,75.0,72.4,2.32,3.49,46.0,39.6,65.0,61.0,3.59,2.32,29.0,25.9,43.0,43.0,2.65,1.65,15.0,12.7,30.0,28.5,1.69,1.15,36.2,36.2,55.7,55.8,31.24,33.49,
IA6316,OSCEOLA-3-WSW,41.02,-93.75,9.0,11.8,26.0,30.6,0.28,0.9,16.0,17.1,32.0,37.0,1.3,1.13,27.0,26.8,46.0,47.9,0.2,2.25,41.0,39.2,67.0,62.5,2.01,3.49,48.0,50.2,70.0,73.0,3.54,4.68,64.0,59.5,88.0,81.7,3.19,4.58,60.0,64.0,85.0,86.3,2.2,4.5,60.0,61.7,86.0,84.3,1.15,3.94,55.0,52.6,81.0,76.5,2.6,4.08,47.0,41.5,70.0,65.2,4.18,2.49,31.0,28.6,50.0,48.6,3.0,2.06,21.0,17.2,37.0,35.3,0.55,1.18,40.0,39.2,61.7,60.8,24.2,35.26,
IA6327,OSKALOOSA,41.32,-92.65,8.0,11.8,27.0,30.3,1.72,1.09,17.0,17.6,32.0,36.5,1.67,1.22,27.0,27.1,45.0,47.5,0.36,2.32,39.0,39.5,67.0,62.3,1.58,3.56,48.0,50.6,71.0,73.3,3.95,4.3,66.0,60.1,89.0,82.1,2.0,4.63,63.0,64.4,84.0,86.3,3.33,4.12,61.0,61.8,86.0,84.3,0.89,3.92,57.0,52.9,81.0,76.7,3.11,3.85,50.0,42.0,72.0,65.4,2.41,2.71,33.0,29.4,50.0,48.8,4.1,2.38,25.0,18.0,37.0,35.1,2.7,1.35,41.2,39.7,61.9,60.8,27.82,35.45,
IA6566,PERRY,41.83,-94.12,3.0,8.4,24.0,27.7,1.62,0.8,11.0,14.3,29.0,33.9,2.62,0.88,25.0,24.8,40.0,44.8,0.38,1.94,38.0,37.3,64.0,60.4,0.96,3.11,45.0,49.0,68.0,72.2,4.44,4.22,64.0,58.8,87.0,81.0,3.08,4.71,59.0,63.0,82.0,85.1,2.23,3.85,57.0,60.2,83.0,82.9,0.38,4.16,52.0,50.6,79.0,75.6,1.5,3.12,46.0,39.1,70.0,64.3,3.27,2.18,29.0,26.5,48.0,46.8,3.01,1.59,18.0,14.9,33.0,32.8,0.8,0.97,37.4,37.3,58.9,59.0,24.29,31.55,
IA6719,POCAHONTAS,42.7,-94.67,3.0,5.8,21.0,25.0,1.29,0.7,12.0,12.0,30.0,31.3,2.74,0.78,23.0,22.8,40.0,42.0,1.94,1.95,37.0,35.7,63.0,59.2,0.88,2.94,45.0,47.7,70.0,72.2,4.28,3.74,63.0,57.7,87.0,81.4,4.89,4.49,59.0,61.6,82.0,84.8,4.06,3.93,57.0,59.1,84.0,82.4,0.89,4.12,52.0,49.3,78.0,74.7,2.08,2.98,44.0,37.9,66.0,62.9,6.68,2.01,27.0,24.7,45.0,44.4,2.88,1.51,15.0,12.2,31.0,30.0,0.79,0.92,36.6,35.6,58.1,57.6,33.4,30.07,
IA6800,PRIMGHAR,43.08,-95.63,4.0,6.2,19.0,24.9,0.1,0.62,12.0,12.8,30.0,31.9,1.87,0.72,23.0,22.9,41.0,42.7,1.17,1.7,38.0,36.1,64.0,59.9,1.16,2.73,46.0,48.4,71.0,72.6,2.51,3.64,63.0,58.0,86.0,81.6,8.76,4.61,59.0,62.4,82.0,85.2,3.61,3.95,59.0,60.4,86.0,83.0,0.81,4.02,51.0,50.7,77.0,75.1,1.33,2.8,44.0,39.3,67.0,63.5,4.95,1.88,27.0,25.0,45.0,43.9,2.0,1.25,13.0,12.2,30.0,29.6,1.1,0.76,36.7,36.3,58.5,57.9,29.37,28.68,
IA6940,RED-OAK,41.0,-95.23,9.0,11.9,28.0,31.6,1.29,0.84,15.0,17.5,34.0,38.3,2.0,1.15,26.0,27.3,48.0,49.4,0.57,2.19,41.0,39.4,68.0,64.5,0.78,3.48,48.0,50.7,72.0,75.4,5.29,4.54,65.0,59.9,89.0,84.3,4.21,5.14,61.0,64.6,86.0,88.4,1.7,4.23,61.0,62.2,86.0,86.3,3.76,4.22,54.0,52.8,82.0,78.3,2.12,3.99,47.0,41.2,72.0,66.6,3.98,2.36,32.0,28.4,51.0,49.2,4.66,1.8,24.0,17.2,38.0,36.0,0.92,1.06,40.5,39.5,62.8,62.4,31.28,35.0,
IA7147,ROCK-RAPIDS,43.43,-96.17,-1.0,3.4,20.0,24.6,0.07,0.52,9.0,10.0,29.0,30.9,1.66,0.72,20.0,21.2,40.0,41.7,0.79,1.65,34.0,34.4,63.0,58.8,1.09,2.66,42.0,46.7,70.0,71.8,1.08,3.29,61.0,57.1,85.0,80.9,6.09,4.39,57.0,61.6,82.0,85.5,4.25,3.36,56.0,58.9,86.0,83.3,1.43,3.49,47.0,48.3,75.0,74.1,1.02,2.63,41.0,36.1,65.0,62.4,3.45,1.76,23.0,22.6,45.0,43.5,2.55,1.36,9.0,10.0,27.0,29.5,0.83,0.71,33.4,34.3,57.4,57.3,24.31,26.53,
