stationID,stationName,Latitude,Longitude,01_MINT,C01_MINT,01_MAXT,C01_MAXT,01_PREC,C01_PREC,02_MINT,C02_MINT,02_MAXT,C02_MAXT,02_PREC,C02_PREC,03_MINT,C03_MINT,03_MAXT,C03_MAXT,03_PREC,C03_PREC,04_MINT,C04_MINT,04_MAXT,C04_MAXT,04_PREC,C04_PREC,05_MINT,C05_MINT,05_MAXT,C05_MAXT,05_PREC,C05_PREC,06_MINT,C06_MINT,06_MAXT,C06_MAXT,06_PREC,C06_PREC,07_MINT,C07_MINT,07_MAXT,C07_MAXT,07_PREC,C07_PREC,08_MINT,C08_MINT,08_MAXT,C08_MAXT,08_PREC,C08_PREC,09_MINT,C09_MINT,09_MAXT,C09_MAXT,09_PREC,C09_PREC,10_MINT,C10_MINT,10_MAXT,C10_MAXT,10_PREC,C10_PREC,11_MINT,C11_MINT,11_MAXT,C11_MAXT,11_PREC,C11_PREC,12_MINT,C12_MINT,12_MAXT,C12_MAXT,12_PREC,C12_PREC,1967_MINT,CYR_MINT,1967_MAXT,CYR_MAXT,1967_PREC,CYR_PREC,
IA0608,BELLEVUE-L-AND-D-12,42.27,-90.42,13.0,10.1,36.0,27.9,0.96,1.18,6.0,15.3,30.0,33.7,0.8,1.21,26.0,25.4,45.0,44.2,1.68,2.21,38.0,37.5,60.0,59.3,2.45,3.3,43.0,48.4,67.0,71.3,2.11,3.65,58.0,57.8,81.0,80.4,4.4,4.35,58.0,62.3,82.0,84.2,1.95,3.51,54.0,60.4,78.0,82.2,4.2,4.11,47.0,51.6,73.0,74.5,3.98,3.68,40.0,40.6,61.0,63.2,6.19,2.64,28.0,28.7,44.0,46.7,2.19,2.36,22.0,17.0,36.0,33.0,0.73,1.57,36.3,38.0,57.8,58.4,31.64,33.77,
IA0753,BLOOMFIELD,40.75,-92.43,16.0,13.4,39.0,32.2,0.92,1.2,15.0,18.9,35.0,38.4,0.91,1.24,31.0,28.2,55.0,49.2,2.46,2.39,43.0,40.6,64.0,63.5,6.33,3.55,46.0,51.1,70.0,73.8,3.73,4.42,60.0,60.3,81.0,82.6,5.41,4.54,60.0,64.6,84.0,87.1,2.4,4.39,57.0,62.2,82.0,85.2,0.97,4.36,50.0,53.6,75.0,77.4,5.68,3.95,42.0,42.8,64.0,66.5,8.24,2.88,29.0,30.5,48.0,50.4,0.96,2.08,23.0,19.3,39.0,36.9,1.5,1.39,39.4,40.5,61.5,62.0,39.51,36.39,
IA0923,BRITT,43.07,-93.8,9.0,5.3,28.0,23.8,3.12,0.92,5.0,11.7,28.0,30.1,1.18,0.9,25.0,22.7,48.0,41.0,1.53,1.76,36.0,36.0,60.0,58.1,2.46,2.85,42.0,48.0,68.0,71.5,2.55,3.73,58.0,58.0,78.0,80.8,9.44,4.56,58.0,61.7,82.0,83.5,1.2,4.12,56.0,59.3,80.0,81.4,3.18,3.53,48.0,50.1,73.0,73.8,1.94,2.87,38.0,39.1,60.0,62.2,1.59,1.88,24.0,25.4,42.0,43.4,0.43,1.54,16.0,12.0,34.0,28.8,0.63,1.04,34.6,35.8,56.9,56.6,29.25,29.68,
IA1233,CARROLL-2-SSW,42.07,-94.85,10.0,8.2,32.0,27.3,1.08,0.8,8.0,14.1,34.0,33.7,0.36,0.92,25.0,23.7,53.0,44.6,0.73,2.17,35.0,36.1,64.0,61.1,2.92,3.16,43.0,48.1,70.0,72.9,2.04,4.21,58.0,57.6,80.0,81.9,15.93,4.92,58.0,62.0,84.0,85.8,1.59,4.04,56.0,59.6,84.0,83.7,1.74,3.64,45.0,49.9,75.0,75.6,3.6,3.15,38.0,38.8,62.0,63.8,1.31,2.21,24.0,25.6,46.0,45.8,0.12,1.49,17.0,14.0,36.0,32.2,0.57,0.9,35.0,36.5,60.3,59.1,31.99,31.59,
IA1257,CASCADE,42.3,-91.02,14.0,7.7,34.0,26.5,1.18,1.18,6.0,13.6,28.0,32.7,1.02,1.16,28.0,24.4,46.0,43.8,2.0,2.16,39.0,36.4,60.0,59.2,3.88,3.21,43.0,47.8,68.0,71.4,2.02,3.76,59.0,57.1,81.0,80.5,4.09,4.6,58.0,61.2,83.0,84.3,0.88,3.48,54.0,58.9,78.0,82.3,4.79,4.2,48.0,49.6,73.0,74.1,7.25,3.53,40.0,38.3,60.0,62.7,5.16,2.44,27.0,26.7,42.0,45.6,2.18,2.19,21.0,14.6,35.0,31.9,1.53,1.49,36.4,36.4,57.4,58.0,35.98,33.4,
IA1277,CASTANA-EXP-FARM,42.07,-95.82,12.0,9.9,31.0,28.8,0.64,0.63,11.0,16.1,36.0,35.4,0.05,0.77,28.0,25.2,54.0,45.9,0.45,2.02,39.0,37.8,65.0,61.7,1.93,3.03,45.0,49.4,69.0,72.6,2.0,4.25,59.0,58.8,78.0,81.4,13.62,4.71,60.0,63.5,83.0,85.1,0.92,3.9,58.0,61.6,82.0,83.2,1.37,3.69,50.0,52.3,73.0,75.4,1.45,3.12,39.0,41.1,62.0,64.5,2.13,2.23,26.0,27.3,47.0,46.5,0.05,1.34,17.0,15.5,37.0,33.3,0.52,0.77,37.2,38.3,59.8,59.5,25.13,30.44,
IA1319,CEDAR-RAPIDS-1,42.03,-91.58,16.0,11.0,35.0,28.2,1.13,1.14,10.0,16.7,31.0,34.7,1.1,1.12,30.0,26.5,48.0,45.8,2.49,2.21,41.0,38.8,61.0,61.6,4.54,3.53,44.0,50.0,68.0,72.9,2.56,4.54,60.0,59.4,81.0,81.5,6.63,4.85,60.0,63.7,82.0,85.2,1.2,4.42,56.0,61.6,78.0,83.1,7.7,4.28,50.0,52.8,73.0,75.4,6.87,3.82,42.0,42.1,60.0,64.2,5.58,2.62,28.0,29.3,44.0,47.1,1.62,2.15,21.0,17.3,36.0,33.1,1.38,1.46,38.3,39.2,58.3,59.5,42.8,36.13,
IA1354,CENTERVILLE,40.72,-92.87,18.0,13.6,38.0,31.7,1.1,1.0,14.0,19.1,35.0,38.1,0.6,1.01,29.0,28.5,55.0,48.7,4.11,2.37,43.0,40.7,64.0,63.1,5.77,3.46,49.0,51.4,70.0,73.3,3.78,4.14,59.0,60.7,79.0,82.0,7.06,4.34,61.0,65.4,85.0,86.7,3.02,4.43,57.0,63.1,82.0,84.7,0.91,3.95,50.0,54.4,76.0,76.7,3.56,3.69,41.0,43.5,63.0,65.7,4.94,2.74,29.0,30.8,47.0,49.8,0.1,1.85,22.0,19.3,37.0,36.3,0.64,1.2,39.5,40.9,61.2,61.4,35.59,34.19,
IA1394,CHARITON,41.0,-93.32,14.0,11.1,39.0,31.4,0.0,0.94,14.0,16.8,38.0,38.0,1.04,1.18,28.0,26.5,58.0,48.6,0.0,2.29,42.0,38.5,65.0,63.1,4.82,3.56,46.0,49.0,71.0,73.3,3.98,4.42,60.0,58.4,80.0,82.0,8.14,4.79,57.0,63.1,85.0,86.8,3.1,4.36,56.0,60.8,83.0,85.0,0.52,3.88,47.0,51.8,76.0,77.2,2.53,4.33,41.0,40.5,65.0,66.4,4.9,2.71,26.0,28.4,48.0,49.7,0.52,2.01,19.0,17.2,39.0,36.2,0.0,1.12,37.7,38.6,62.4,61.5,29.55,35.59,
IA1402,CHARLES-CITY,43.05,-92.67,10.0,6.4,29.0,24.5,1.75,0.88,6.0,12.6,27.0,30.9,0.61,0.9,27.0,23.4,46.0,42.0,2.08,2.06,38.0,36.6,59.0,59.0,2.42,3.41,43.0,48.1,67.0,71.7,3.39,4.19,58.0,57.4,79.0,80.7,6.38,4.86,57.0,61.4,82.0,84.0,2.82,4.45,55.0,59.3,79.0,82.2,2.68,4.2,47.0,50.2,73.0,74.2,1.13,3.44,38.0,39.4,60.0,62.5,2.23,2.32,25.0,26.2,41.0,43.8,0.4,1.74,18.0,13.3,33.0,29.3,1.38,1.07,35.3,36.3,56.6,57.1,27.27,33.52,
IA1442,CHEROKEE,42.75,-95.53,2.0,4.9,30.0,26.1,0.75,0.57,4.0,11.1,29.0,32.5,0.12,0.72,25.0,22.3,50.0,42.9,0.46,1.68,35.0,35.1,61.0,59.6,2.66,2.62,41.0,46.8,68.0,72.0,2.95,3.88,58.0,56.8,78.0,81.0,9.64,4.61,58.0,61.4,84.0,85.1,1.34,3.82,53.0,58.9,82.0,83.1,2.63,3.62,44.0,48.5,73.0,74.8,0.95,3.05,31.0,36.6,63.0,63.4,0.99,1.84,20.0,23.8,46.0,45.1,0.12,1.34,13.0,11.3,34.0,31.1,0.44,0.75,32.2,34.8,58.3,58.1,23.05,28.5,
IA1533,CLARINDA,40.72,-95.03,15.0,11.9,37.0,31.8,0.7,0.87,14.0,17.5,38.0,38.3,0.47,1.13,30.0,27.0,55.0,49.1,2.34,2.28,42.0,39.1,66.0,63.5,3.08,3.23,47.0,50.5,71.0,74.1,3.89,4.68,59.0,59.9,80.0,83.0,9.18,4.91,61.0,64.5,86.0,87.2,1.91,4.9,59.0,62.0,84.0,85.2,1.06,4.21,51.0,52.5,75.0,77.3,2.74,3.94,42.0,41.2,63.0,66.1,3.59,2.49,28.0,28.4,49.0,49.3,0.5,1.95,21.0,17.3,38.0,36.3,1.43,1.03,39.2,39.4,61.9,61.8,30.89,35.61,
IA1541,CLARION,42.73,-93.75,11.0,5.1,29.0,23.9,1.76,0.73,8.0,11.5,30.0,30.2,0.27,0.83,27.0,22.6,50.0,41.1,0.85,1.94,37.0,35.5,62.0,58.1,1.58,2.99,42.0,47.6,69.0,71.3,4.33,4.12,58.0,57.4,78.0,80.4,13.11,4.95,57.0,61.5,83.0,83.6,0.75,4.34,54.0,58.9,81.0,81.2,3.18,3.87,46.0,49.3,74.0,73.8,1.85,3.1,36.0,38.0,61.0,62.2,1.53,2.23,22.0,24.9,43.0,43.8,0.3,1.64,16.0,11.7,34.0,29.2,0.96,1.02,34.6,35.4,57.9,56.6,30.47,31.76,
IA1635,CLINTON-1,41.8,-90.27,17.0,12.1,36.0,28.9,1.21,1.5,9.0,17.6,30.0,35.0,1.09,1.38,30.0,27.6,47.0,46.5,2.65,2.45,41.0,39.6,61.0,61.9,5.01,3.36,45.0,50.6,69.0,73.2,1.78,3.94,61.0,59.9,82.0,81.8,2.99,4.37,60.0,64.1,82.0,85.1,2.77,3.74,56.0,62.0,78.0,83.1,8.87,4.45,51.0,53.3,73.0,75.8,2.45,3.34,42.0,42.3,61.0,64.5,5.22,2.74,28.0,30.2,43.0,47.9,2.45,2.27,21.0,18.5,37.0,34.0,1.25,1.91,38.6,39.9,58.4,59.9,37.74,35.45,
IA1731,COLUMBUS-JCT-2-SSW,41.25,-91.37,16.0,12.4,38.0,30.3,1.62,1.26,13.0,18.4,33.0,36.4,0.59,1.31,31.0,27.9,52.0,47.8,1.85,2.55,43.0,40.2,64.0,63.1,6.46,3.75,46.0,50.7,70.0,74.0,2.94,4.57,60.0,59.9,82.0,82.6,5.53,4.32,59.0,64.0,85.0,86.5,2.99,4.37,56.0,61.8,81.0,84.5,2.36,4.13,50.0,53.3,75.0,77.2,4.24,3.91,42.0,42.4,64.0,66.0,9.38,3.1,29.0,30.3,46.0,49.3,2.18,2.31,22.0,18.7,38.0,35.3,1.33,1.77,39.1,40.1,60.7,61.1,41.47,37.36,
IA1833,CORNING,41.0,-94.75,11.0,10.2,36.0,30.5,0.0,0.79,12.0,15.5,35.0,36.8,0.61,0.99,27.0,25.2,52.0,47.2,2.6,2.16,40.0,37.6,63.0,61.6,4.01,3.21,45.0,49.0,68.0,72.2,3.4,4.45,58.0,58.4,77.0,81.2,12.41,4.55,59.0,63.2,84.0,86.1,4.28,4.27,57.0,60.9,82.0,84.1,1.29,4.26,49.0,51.4,74.0,76.3,3.06,4.13,39.0,40.1,62.0,65.2,2.18,2.33,25.0,27.2,48.0,48.7,0.33,1.8,20.0,15.9,36.0,35.4,0.76,1.02,36.8,37.9,60.0,60.5,34.93,33.96,
IA1954,CRESCO-1-NE,43.38,-92.1,10.0,4.0,28.0,22.0,2.22,0.93,3.0,9.9,23.0,28.2,1.06,0.84,24.0,21.1,43.0,39.3,2.34,2.13,37.0,34.6,56.0,56.0,2.14,3.28,42.0,46.2,65.0,68.9,2.59,3.96,58.0,55.9,77.0,77.9,6.74,4.67,58.0,59.9,79.0,81.8,1.97,4.45,56.0,57.8,77.0,79.7,3.65,4.68,49.0,48.4,71.0,71.2,2.41,3.78,39.0,37.4,58.0,59.5,2.46,2.35,25.0,24.4,39.0,41.9,0.07,1.99,17.0,11.1,31.0,27.4,0.97,1.15,35.1,34.3,54.1,54.6,28.62,34.19,
IA2110,DECORAH-2-N,43.32,-91.78,10.0,6.1,30.0,24.6,1.97,0.82,3.0,11.9,26.0,30.9,0.82,0.93,25.0,22.8,45.0,42.2,2.43,1.87,38.0,36.0,59.0,58.7,1.76,3.47,42.0,47.4,68.0,71.0,2.24,3.9,58.0,56.6,80.0,79.7,5.49,4.63,57.0,61.0,82.0,83.5,1.62,4.38,54.0,59.1,80.0,81.6,1.95,4.15,46.0,50.0,74.0,73.3,1.1,3.43,39.0,39.3,60.0,61.8,2.61,2.2,25.0,26.3,41.0,43.9,0.47,1.83,18.0,13.3,34.0,29.8,1.21,1.05,34.9,35.9,56.8,56.8,23.67,32.66,
IA2171,DENISON,42.03,-95.33,12.0,9.3,32.0,27.7,0.82,0.71,11.0,15.3,35.0,34.0,0.43,0.86,28.0,24.8,53.0,44.5,0.27,1.92,39.0,37.5,63.0,60.2,2.36,2.87,46.0,49.5,68.0,71.6,1.29,4.17,59.0,59.1,78.0,80.5,12.39,4.81,60.0,63.6,83.0,84.4,1.72,3.6,57.0,61.5,82.0,82.2,0.79,3.67,49.0,52.1,73.0,74.6,3.27,3.28,39.0,40.9,61.0,63.2,1.15,2.13,26.0,27.0,47.0,45.6,0.08,1.34,18.0,15.1,37.0,32.4,0.66,0.89,37.2,38.0,59.5,58.5,25.23,30.25,
IA2364,DUBUQUE-LOCK-AND-DAM,42.53,-90.65,15.0,10.7,34.0,27.3,0.65,1.11,7.0,15.9,29.0,33.0,0.92,1.03,27.0,26.5,44.0,43.6,1.88,2.03,40.0,39.7,59.0,59.0,3.28,3.3,45.0,51.4,67.0,71.3,2.11,3.73,62.0,60.9,80.0,80.2,5.81,4.24,61.0,65.4,82.0,84.0,0.31,3.85,56.0,63.6,78.0,82.0,1.92,3.97,52.0,54.9,73.0,73.9,7.41,3.57,43.0,44.1,60.0,62.5,5.14,2.41,29.0,30.9,43.0,45.9,1.97,2.05,23.0,17.9,35.0,32.3,1.11,1.38,38.5,40.2,57.1,58.0,32.51,32.69,
IA2689,EMMETSBURG,43.1,-94.68,9.0,6.2,28.0,24.6,1.51,0.77,6.0,12.5,28.0,30.9,0.41,0.9,26.0,23.1,48.0,41.6,0.72,2.07,36.0,36.2,60.0,59.0,2.52,2.93,42.0,48.2,66.0,72.0,3.89,3.81,58.0,57.9,78.0,81.0,8.96,4.67,59.0,62.2,83.0,84.2,1.45,4.04,56.0,59.7,81.0,81.9,1.66,3.97,47.0,50.2,76.0,74.1,1.53,2.78,37.0,38.8,60.0,62.5,1.22,2.06,25.0,25.2,42.0,43.5,0.04,1.49,15.0,12.6,33.0,29.4,0.91,0.92,34.8,36.1,57.2,57.1,24.82,30.4,
IA2724,ESTHERVILLE-2-N,43.42,-94.83,5.0,4.1,28.0,23.1,2.23,0.65,2.0,10.3,25.0,29.2,0.61,0.74,22.0,21.0,45.0,39.6,0.53,1.57,35.0,34.4,57.0,56.7,3.16,2.94,40.0,46.7,66.0,70.4,2.09,3.74,56.0,56.8,77.0,79.5,5.61,4.71,58.0,60.9,83.0,83.1,0.64,3.6,54.0,58.4,81.0,80.8,2.63,3.59,44.0,48.5,73.0,72.8,0.67,2.95,32.0,37.0,60.0,61.2,1.63,1.86,22.0,24.0,42.0,42.7,0.93,1.34,12.0,10.8,30.0,28.0,0.27,0.7,32.2,34.5,55.7,55.7,21.0,28.38,
IA2789,FAIRFIELD,41.03,-91.95,17.0,13.1,36.0,30.8,1.2,1.26,13.0,18.9,33.0,37.0,0.46,1.26,31.0,28.2,51.0,48.1,1.76,2.41,43.0,40.6,63.0,63.2,5.38,3.48,47.0,51.4,68.0,74.1,2.69,4.36,61.0,60.7,81.0,83.2,5.1,3.94,60.0,65.1,84.0,87.3,5.14,4.65,57.0,62.8,80.0,85.0,1.23,4.08,51.0,54.2,74.0,77.1,3.04,3.71,43.0,43.3,61.0,65.6,8.59,2.84,29.0,30.9,45.0,49.2,2.09,2.16,22.0,19.3,37.0,35.6,0.97,1.62,39.6,40.8,59.5,61.4,37.65,35.77,
IA2864,FAYETTE,42.83,-91.8,11.0,5.7,30.0,24.5,1.88,1.03,4.0,11.4,27.0,30.8,0.83,1.07,26.0,22.2,46.0,42.1,2.14,2.16,37.0,34.8,59.0,58.4,1.47,3.46,43.0,46.4,67.0,70.6,2.41,4.3,58.0,55.9,79.0,79.3,6.31,4.67,57.0,60.2,82.0,83.0,1.2,4.42,54.0,58.1,78.0,81.1,2.58,4.31,46.0,48.8,73.0,73.0,1.8,3.42,38.0,37.8,59.0,61.6,3.21,2.5,24.0,25.2,40.0,43.7,0.93,2.04,17.0,12.6,33.0,29.6,0.97,1.29,34.7,35.0,56.1,56.5,25.73,34.66,
IA2977,FOREST-CITY,43.28,-93.63,9.0,4.7,27.0,23.0,1.2,0.9,5.0,11.3,27.0,29.4,0.81,0.81,26.0,22.2,47.0,40.5,0.85,1.87,37.0,35.6,59.0,57.5,3.2,2.9,42.0,47.8,66.0,70.8,3.25,3.9,57.0,57.3,78.0,79.9,6.45,4.58,58.0,61.6,82.0,83.1,0.94,4.08,56.0,59.2,80.0,81.1,3.82,4.31,47.0,49.8,72.0,72.8,1.5,2.69,37.0,38.6,60.0,61.4,0.58,1.96,24.0,24.7,42.0,42.4,0.0,1.4,16.0,11.7,33.0,28.2,0.0,0.98,34.7,35.4,56.3,55.9,22.6,30.38,
IA2999,FORT-DODGE,42.5,-94.2,13.0,7.4,31.0,26.0,1.02,0.88,9.0,13.5,32.0,32.6,0.31,0.95,28.0,23.9,50.0,43.4,0.84,2.19,38.0,36.7,62.0,59.8,1.79,3.29,44.0,48.5,69.0,72.3,3.16,4.16,58.0,58.2,79.0,81.5,12.06,5.09,59.0,62.6,83.0,84.9,1.2,4.36,56.0,60.2,80.0,82.6,3.88,4.26,47.0,50.6,73.0,74.9,2.94,3.3,39.0,39.5,61.0,63.2,1.06,2.21,26.0,26.2,45.0,45.3,0.14,1.64,18.0,13.8,36.0,31.1,0.63,1.04,36.3,36.8,58.5,58.2,29.03,33.38,
IA3007,FORT-MADISON,40.61,-91.33,17.0,14.5,39.0,32.5,1.6,1.29,15.0,20.0,35.0,37.9,0.77,1.45,32.0,29.7,52.0,48.6,1.52,2.52,45.0,41.8,65.0,63.1,6.54,3.36,48.0,52.5,68.0,73.3,4.78,4.11,63.0,61.9,81.0,82.1,8.74,4.13,62.0,66.6,83.0,86.6,7.86,4.17,60.0,64.3,81.0,84.6,1.9,3.53,53.0,55.6,75.0,77.5,3.1,3.92,43.0,44.2,65.0,66.2,8.0,2.91,32.0,32.2,49.0,50.6,1.37,2.32,24.0,20.7,39.0,37.2,1.78,1.85,41.3,42.1,61.1,61.7,47.96,35.57,
IA3290,GLENWOOD,41.0,-95.77,16.0,11.6,35.0,32.0,1.33,0.7,15.0,17.4,41.0,38.8,0.19,0.89,32.0,27.3,57.0,49.6,1.25,2.0,43.0,39.3,66.0,64.3,3.51,3.16,48.0,50.7,71.0,74.9,4.01,4.72,59.0,60.3,80.0,83.8,17.52,4.77,61.0,64.8,85.0,87.8,1.1,4.12,58.0,62.6,85.0,85.8,1.73,4.05,51.0,52.9,75.0,78.2,3.45,3.46,43.0,41.1,64.0,67.4,2.36,2.08,30.0,28.4,49.0,49.9,0.2,1.48,21.0,17.3,38.0,36.6,1.18,0.95,39.7,39.5,62.4,62.5,37.83,32.37,
