stationID,stationName,Latitude,Longitude,01_MINT,C01_MINT,01_MAXT,C01_MAXT,01_PREC,C01_PREC,02_MINT,C02_MINT,02_MAXT,C02_MAXT,02_PREC,C02_PREC,03_MINT,C03_MINT,03_MAXT,C03_MAXT,03_PREC,C03_PREC,04_MINT,C04_MINT,04_MAXT,C04_MAXT,04_PREC,C04_PREC,05_MINT,C05_MINT,05_MAXT,C05_MAXT,05_PREC,C05_PREC,06_MINT,C06_MINT,06_MAXT,C06_MAXT,06_PREC,C06_PREC,07_MINT,C07_MINT,07_MAXT,C07_MAXT,07_PREC,C07_PREC,08_MINT,C08_MINT,08_MAXT,C08_MAXT,08_PREC,C08_PREC,09_MINT,C09_MINT,09_MAXT,C09_MAXT,09_PREC,C09_PREC,10_MINT,C10_MINT,10_MAXT,C10_MAXT,10_PREC,C10_PREC,11_MINT,C11_MINT,11_MAXT,C11_MAXT,11_PREC,C11_PREC,12_MINT,C12_MINT,12_MAXT,C12_MAXT,12_PREC,C12_PREC,1961_MINT,CYR_MINT,1961_MAXT,CYR_MAXT,1961_PREC,CYR_PREC,
IA2789,FAIRFIELD,41.03,-91.95,13.0,13.1,35.0,30.8,0.23,1.26,23.0,18.9,42.0,37.0,1.81,1.26,32.0,28.2,49.0,48.1,4.82,2.41,36.0,40.6,57.0,63.2,1.69,3.48,47.0,51.4,72.0,74.1,1.43,4.36,58.0,60.7,85.0,83.2,1.01,3.94,63.0,65.1,86.0,87.3,11.74,4.65,63.0,62.8,87.0,85.0,1.26,4.08,55.0,54.2,77.0,77.1,8.68,3.71,46.0,43.3,68.0,65.6,3.68,2.84,33.0,30.9,49.0,49.2,4.21,2.16,17.0,19.3,33.0,35.6,1.85,1.62,40.6,40.8,61.8,61.4,42.41,35.77,
IA2864,FAYETTE,42.83,-91.8,5.0,5.7,25.0,24.5,0.31,1.03,18.0,11.4,37.0,30.8,1.66,1.07,25.0,22.2,41.0,42.1,4.09,2.16,30.0,34.8,52.0,58.4,2.61,3.46,42.0,46.4,68.0,70.6,2.48,4.3,55.0,55.9,80.0,79.3,2.44,4.67,58.0,60.2,81.0,83.0,8.03,4.42,59.0,58.1,82.0,81.1,2.66,4.31,51.0,48.8,71.0,73.0,8.23,3.42,40.0,37.8,63.0,61.6,5.13,2.5,27.0,25.2,43.0,43.7,3.98,2.04,9.0,12.6,26.0,29.6,1.43,1.29,35.1,35.0,55.8,56.5,43.05,34.66,
IA2977,FOREST-CITY,43.28,-93.63,6.0,4.7,25.0,23.0,0.36,0.9,16.0,11.3,33.0,29.4,2.86,0.81,26.0,22.2,39.0,40.5,4.16,1.87,31.0,35.6,50.0,57.5,1.95,2.9,44.0,47.8,69.0,70.8,3.19,3.9,57.0,57.3,82.0,79.9,3.41,4.58,60.0,61.6,82.0,83.1,6.35,4.08,60.0,59.2,83.0,81.1,2.92,4.31,49.0,49.8,71.0,72.8,5.33,2.69,41.0,38.6,66.0,61.4,4.66,1.96,26.0,24.7,43.0,42.4,1.45,1.4,9.0,11.7,26.0,28.2,1.69,0.98,35.6,35.4,55.8,55.9,38.33,30.38,
IA2999,FORT-DODGE,42.5,-94.2,9.0,7.4,30.0,26.0,0.2,0.88,17.0,13.5,36.0,32.6,2.42,0.95,28.0,23.9,42.0,43.4,4.1,2.19,33.0,36.7,53.0,59.8,2.07,3.29,45.0,48.5,69.0,72.3,2.52,4.16,57.0,58.2,81.0,81.5,3.64,5.09,61.0,62.6,84.0,84.9,6.49,4.36,60.0,60.2,83.0,82.6,4.01,4.26,50.0,50.6,71.0,74.9,6.69,3.3,41.0,39.5,66.0,63.2,2.91,2.21,27.0,26.2,44.0,45.3,1.4,1.64,11.0,13.8,27.0,31.1,1.69,1.04,36.7,36.8,57.4,58.2,38.14,33.38,
IA3007,FORT-MADISON,40.61,-91.33,14.0,14.5,36.0,32.5,0.59,1.29,24.0,20.0,42.0,37.9,1.76,1.45,33.0,29.7,50.0,48.6,4.81,2.52,37.0,41.8,58.0,63.1,2.25,3.36,47.0,52.5,71.0,73.3,1.61,4.11,60.0,61.9,84.0,82.1,1.96,4.13,64.0,66.6,84.0,86.6,10.07,4.17,65.0,64.3,85.0,84.6,2.32,3.53,57.0,55.6,78.0,77.5,11.81,3.92,47.0,44.2,68.0,66.2,3.04,2.91,34.0,32.2,51.0,50.6,4.07,2.32,19.0,20.7,35.0,37.2,1.39,1.85,41.9,42.1,62.0,61.7,45.68,35.57,
IA3290,GLENWOOD,41.0,-95.77,12.0,11.6,38.0,32.0,0.21,0.7,22.0,17.4,43.0,38.8,1.06,0.89,31.0,27.3,48.0,49.6,3.33,2.0,37.0,39.3,59.0,64.3,1.98,3.16,49.0,50.7,71.0,74.9,3.16,4.72,59.0,60.3,81.0,83.8,5.07,4.77,64.0,64.8,88.0,87.8,1.36,4.12,62.0,62.6,85.0,85.8,6.4,4.05,51.0,52.9,74.0,78.2,8.45,3.46,44.0,41.1,68.0,67.4,2.16,2.08,28.0,28.4,48.0,49.9,2.13,1.48,10.0,17.3,28.0,36.6,1.71,0.95,39.3,39.5,60.9,62.5,37.02,32.37,
IA3438,GREENFIELD,41.3,-94.47,10.0,11.5,34.0,30.3,0.17,0.89,20.0,17.2,40.0,36.8,2.31,1.12,29.0,26.5,45.0,47.7,4.32,2.23,34.0,39.0,56.0,63.0,3.32,3.42,46.0,50.3,69.0,73.6,2.43,4.14,58.0,59.8,79.0,82.3,6.33,4.42,63.0,64.5,84.0,86.4,2.57,4.29,62.0,62.3,84.0,84.6,2.49,3.69,52.0,53.4,72.0,77.0,9.9,3.9,43.0,42.3,67.0,65.9,2.51,2.28,28.0,28.9,46.0,48.4,2.12,1.8,11.0,17.2,28.0,35.0,1.76,1.04,37.8,39.5,58.7,61.0,40.23,33.21,
IA3473,GRINNELL-3-SW,41.72,-92.73,10.0,8.1,33.0,27.4,0.12,1.15,21.0,13.6,39.0,33.5,1.96,1.21,30.0,23.5,45.0,44.5,4.88,2.41,34.0,35.8,55.0,59.8,1.52,3.47,46.0,47.0,70.0,71.1,1.3,4.23,58.0,56.9,82.0,80.3,2.63,4.62,62.0,61.7,84.0,84.6,8.71,4.13,61.0,58.9,84.0,82.6,1.86,4.2,53.0,49.7,72.0,74.8,9.94,3.65,43.0,38.1,66.0,63.6,2.1,2.45,31.0,26.2,47.0,46.9,3.55,2.12,14.0,14.6,29.0,32.8,1.64,1.37,38.5,36.2,58.9,58.6,40.21,35.01,
IA3487,GRUNDY-CENTER,42.37,-92.78,6.0,6.6,26.0,25.0,0.15,0.85,16.0,12.6,33.0,31.2,2.68,0.96,25.0,23.1,42.0,42.3,4.35,2.2,31.0,35.7,52.0,58.4,2.6,3.21,43.0,47.5,69.0,70.7,1.38,4.26,56.0,57.5,81.0,79.6,1.59,4.86,60.0,61.5,82.0,83.2,5.85,4.43,58.0,58.9,82.0,81.1,1.27,3.92,49.0,49.4,71.0,73.7,3.77,3.05,39.0,38.3,65.0,62.4,3.34,2.41,26.0,25.4,45.0,44.9,1.33,1.8,10.0,13.1,26.0,30.3,0.0,1.08,35.0,35.9,56.4,57.0,28.31,33.03,
IA3509,GUTHRIE-CENTER,41.68,-94.5,10.0,9.0,35.0,28.9,0.38,0.74,19.0,14.6,42.0,35.3,1.76,0.99,29.0,24.7,46.0,46.0,5.33,2.24,34.0,37.2,57.0,61.4,2.39,3.01,46.0,48.6,71.0,72.8,3.26,4.18,57.0,58.3,82.0,81.8,4.18,4.68,62.0,62.9,86.0,86.4,3.19,3.78,61.0,60.4,85.0,84.2,3.99,4.06,52.0,50.4,74.0,76.3,8.98,3.15,42.0,38.9,68.0,64.6,2.05,2.22,28.0,26.7,45.0,47.3,2.14,1.65,11.0,14.9,29.0,33.8,2.78,1.02,37.6,37.3,60.1,60.0,40.43,31.73,
IA3517,GUTTENBERG-L-AND-D-10,42.78,-91.1,7.0,9.1,28.0,27.1,0.21,0.97,19.0,14.6,39.0,33.0,1.63,1.04,27.0,25.6,42.0,43.7,3.8,1.88,31.0,39.0,52.0,59.1,1.88,3.25,44.0,50.6,68.0,71.4,1.36,3.89,58.0,59.9,81.0,80.3,1.79,4.3,63.0,64.3,82.0,84.1,6.71,4.28,64.0,62.3,84.0,82.1,1.82,3.92,55.0,53.4,73.0,73.8,9.97,2.98,45.0,42.3,64.0,62.4,4.15,2.22,31.0,29.2,46.0,45.5,5.22,1.88,14.0,16.4,29.0,31.9,1.21,1.28,38.3,39.0,57.3,58.0,39.75,31.9,
IA3584,HAMPTON-2-NW,42.75,-93.2,7.0,6.2,27.0,24.0,0.33,0.84,16.0,12.6,34.0,30.4,2.19,0.89,27.0,23.0,39.0,41.2,4.23,2.02,31.0,35.9,51.0,57.9,1.52,3.05,44.0,48.0,69.0,70.9,2.19,4.33,56.0,57.7,81.0,80.0,2.28,4.98,60.0,61.8,82.0,83.2,4.47,4.88,59.0,59.2,83.0,81.3,0.94,3.96,50.0,49.8,72.0,73.8,6.27,3.17,40.0,39.0,66.0,62.2,2.42,2.31,27.0,25.7,44.0,43.9,1.74,1.61,9.0,12.9,25.0,29.2,1.58,1.08,35.5,36.0,56.1,56.6,30.16,33.12,
IA3632,HARLAN,41.65,-95.32,9.0,9.9,33.0,29.5,0.43,0.75,20.0,15.9,41.0,35.9,1.16,0.94,30.0,25.6,47.0,47.0,4.3,2.1,34.0,37.9,57.0,62.6,1.9,3.23,47.0,49.6,71.0,73.5,3.55,4.3,57.0,59.2,81.0,82.3,5.46,4.51,62.0,63.7,86.0,86.0,6.22,3.84,61.0,61.6,85.0,83.7,4.29,4.0,51.0,52.2,73.0,75.8,8.01,4.04,41.0,40.5,68.0,64.5,1.43,2.29,27.0,27.3,46.0,47.3,1.96,1.54,10.0,15.7,28.0,33.9,1.72,0.93,37.5,38.3,59.8,60.2,40.43,32.48,
IA3718,HAWARDEN,43.0,-96.48,6.0,6.3,30.0,26.9,0.2,0.51,15.0,12.7,38.0,33.4,1.04,0.71,28.0,23.2,46.0,44.2,1.36,1.65,33.0,36.0,57.0,60.9,0.79,2.68,45.0,48.1,70.0,72.8,3.69,3.5,57.0,58.4,82.0,81.8,2.65,4.05,60.0,63.0,86.0,85.8,1.95,3.56,61.0,60.7,85.0,83.8,4.59,3.33,50.0,50.2,74.0,75.3,2.7,2.75,39.0,38.1,68.0,63.7,2.57,1.9,24.0,24.2,45.0,45.0,1.22,1.25,7.0,12.0,28.0,31.4,1.08,0.7,35.6,36.1,59.1,58.8,23.84,26.59,
IA4038,IDA-GROVE,42.35,-95.48,8.0,7.4,31.0,27.3,0.13,0.74,17.0,13.4,38.0,33.8,1.34,0.79,29.0,23.5,44.0,44.6,3.16,1.77,32.0,35.8,55.0,60.8,1.24,2.8,44.0,47.9,68.0,72.5,2.95,4.12,56.0,57.9,79.0,81.8,6.12,4.84,60.0,62.4,85.0,85.5,2.55,3.66,60.0,60.0,84.0,83.4,2.56,4.03,50.0,50.3,73.0,75.4,2.57,2.89,39.0,38.6,66.0,63.9,2.77,2.15,24.0,25.0,45.0,45.7,0.8,1.2,7.0,13.2,27.0,31.9,0.9,0.82,35.5,36.3,58.0,58.9,27.09,29.82,
IA4063,INDIANOLA-2-SSW,41.37,-93.55,12.0,11.3,35.0,30.8,0.32,0.98,21.0,17.1,41.0,37.3,2.48,1.13,31.0,26.8,47.0,48.0,4.63,2.12,36.0,39.3,57.0,63.0,1.89,3.54,48.0,50.1,70.0,73.5,2.09,4.46,59.0,59.3,81.0,82.3,4.18,4.63,64.0,63.8,85.0,86.6,5.04,3.86,62.0,61.2,84.0,84.9,2.43,3.61,53.0,52.2,73.0,77.1,9.73,3.45,45.0,41.2,68.0,66.1,2.84,2.43,31.0,28.6,47.0,49.1,3.44,1.8,14.0,17.2,29.0,35.6,2.27,1.18,39.7,39.1,59.8,61.3,41.34,33.18,
IA4101,IOWA-CITY,41.65,-91.53,10.0,12.4,34.0,30.0,0.18,1.07,21.0,18.1,41.0,36.3,1.26,1.09,29.0,27.8,48.0,47.6,4.17,2.24,33.0,40.1,56.0,63.2,1.59,3.66,44.0,51.0,71.0,74.4,1.85,4.24,56.0,60.5,83.0,83.2,2.11,4.55,62.0,65.0,85.0,87.0,6.85,4.62,61.0,62.8,85.0,85.0,3.39,4.09,53.0,54.0,76.0,77.6,8.2,3.5,42.0,42.8,67.0,66.3,3.73,2.76,30.0,30.4,49.0,49.0,5.79,2.17,13.0,18.7,31.0,35.0,1.04,1.43,38.0,40.4,60.6,61.3,40.16,35.42,
IA4142,IOWA-FALLS,42.53,-93.27,5.0,7.1,29.0,25.8,0.19,0.91,15.0,13.4,36.0,32.2,2.38,0.89,28.0,23.8,42.0,43.1,2.58,2.02,32.0,36.6,53.0,59.6,3.07,3.11,43.0,48.4,70.0,72.1,1.34,4.04,54.0,57.7,82.0,81.1,2.84,4.85,60.0,61.8,84.0,84.5,8.65,4.09,57.0,59.2,84.0,82.3,3.01,3.99,48.0,50.0,72.0,74.7,4.47,3.23,37.0,39.1,68.0,63.2,3.16,2.28,27.0,26.0,45.0,45.1,1.25,1.75,11.0,13.6,28.0,30.7,1.61,1.09,34.9,36.4,57.9,57.9,34.55,32.25,
IA4228,JEFFERSON,42.02,-94.38,10.0,9.9,34.0,28.8,0.14,0.89,18.0,15.8,39.0,35.3,1.32,1.0,29.0,25.7,46.0,46.4,5.2,2.09,34.0,38.1,56.0,62.7,2.49,3.14,46.0,49.8,71.0,74.0,3.07,4.06,58.0,59.4,82.0,82.5,3.66,4.72,63.0,63.9,86.0,86.5,5.38,3.83,60.0,61.5,85.0,84.2,4.13,3.93,51.0,52.1,74.0,76.9,5.93,2.94,43.0,40.8,68.0,65.5,3.33,2.16,28.0,27.7,46.0,47.4,1.89,1.54,12.0,15.8,29.0,33.6,1.91,1.01,37.7,38.4,59.7,60.4,38.45,31.3,
IA4389,KEOSAUQUA,40.72,-91.97,13.0,14.0,36.0,33.1,0.42,1.43,22.0,19.6,43.0,39.5,1.87,1.41,33.0,28.8,51.0,50.5,4.43,2.59,37.0,40.9,58.0,65.1,1.96,3.58,47.0,50.9,71.0,75.3,1.79,4.41,58.0,60.1,84.0,83.8,0.56,4.31,64.0,64.8,86.0,88.1,6.41,4.65,63.0,62.6,87.0,86.4,1.16,3.88,55.0,53.8,77.0,78.7,13.41,4.04,46.0,42.9,68.0,67.5,4.12,3.01,33.0,31.2,50.0,51.2,3.95,2.32,16.0,20.0,34.0,37.6,1.53,1.78,40.6,40.8,62.2,63.1,41.61,37.42,
IA4502,KNOXVILLE,41.32,-93.13,13.0,12.2,35.0,30.5,0.36,0.94,22.0,18.2,41.0,36.9,2.26,1.19,31.0,27.7,47.0,47.8,5.47,2.16,36.0,40.4,57.0,62.8,1.11,3.76,48.0,51.6,71.0,73.6,1.55,4.14,59.0,60.7,82.0,82.4,2.24,4.45,63.0,65.4,84.0,86.8,6.47,4.1,62.0,62.9,84.0,84.7,2.27,4.04,54.0,54.1,74.0,76.8,8.9,3.58,45.0,43.1,68.0,65.5,1.68,2.48,32.0,30.2,48.0,49.0,4.66,1.98,15.0,18.3,30.0,35.4,1.45,1.15,40.2,40.4,60.2,61.1,38.42,33.96,
IA4735,LEMARS,42.8,-96.17,6.0,6.7,30.0,26.8,0.3,0.59,14.0,13.0,36.0,33.6,0.67,0.68,27.0,23.4,45.0,44.6,2.0,1.76,31.0,35.8,55.0,61.6,0.78,2.65,43.0,48.3,70.0,73.7,2.73,3.48,55.0,58.3,82.0,82.8,5.52,3.98,58.0,62.6,86.0,86.6,2.56,3.17,58.0,60.4,85.0,84.3,3.38,3.49,47.0,50.3,73.0,76.3,2.28,2.71,36.0,38.4,68.0,64.5,2.16,1.81,22.0,24.7,46.0,45.3,0.35,1.17,6.0,12.6,27.0,31.6,0.86,0.74,33.6,36.3,58.7,59.4,23.59,26.25,
IA4894,LOGAN,41.63,-95.8,11.0,10.0,35.0,30.2,0.32,0.81,21.0,16.1,41.0,36.8,1.2,0.87,31.0,26.1,48.0,47.7,3.35,2.02,36.0,38.4,59.0,63.3,1.45,3.03,48.0,50.2,71.0,74.2,2.75,4.48,59.0,59.7,80.0,83.2,4.1,4.7,64.0,64.3,86.0,87.1,3.37,3.88,63.0,62.0,84.0,84.9,3.43,3.86,52.0,52.3,73.0,77.0,5.0,3.34,43.0,40.5,68.0,66.0,2.5,2.16,27.0,27.2,47.0,48.2,2.2,1.45,11.0,15.6,28.0,34.7,0.8,0.95,38.9,38.6,60.0,61.2,30.47,31.54,
IA5086,MANCHESTER-2,42.47,-91.45,7.0,6.2,29.0,25.1,0.35,0.97,19.0,12.1,40.0,31.2,1.51,1.01,27.0,23.1,43.0,42.2,4.36,2.04,31.0,35.4,54.0,58.2,2.36,3.46,43.0,46.9,67.0,70.3,1.3,4.25,54.0,56.3,81.0,79.4,1.94,4.76,57.0,60.4,81.0,83.2,6.08,4.33,57.0,58.1,82.0,81.3,4.59,4.52,49.0,48.9,72.0,73.4,12.73,3.58,39.0,37.9,64.0,62.1,5.12,2.49,27.0,25.8,44.0,44.8,5.05,2.04,8.0,13.3,28.0,30.9,1.73,1.32,34.8,35.4,57.3,56.9,47.12,34.77,
IA5131,MAQUOKETA-2-W,42.07,-90.7,8.0,9.6,31.0,27.5,0.23,1.27,20.0,15.1,42.0,33.6,0.26,1.28,27.0,25.1,46.0,44.7,3.47,2.27,31.0,37.4,55.0,60.3,1.75,3.26,42.0,48.3,70.0,71.9,1.04,3.86,55.0,57.7,82.0,80.7,6.42,4.43,58.0,61.8,83.0,84.4,7.09,3.57,58.0,59.7,84.0,82.4,3.46,4.29,52.0,50.7,76.0,74.8,9.65,3.7,41.0,39.5,66.0,63.5,2.81,2.51,30.0,27.7,47.0,46.6,5.15,2.23,13.0,16.1,31.0,32.8,1.96,1.63,36.3,37.5,59.5,58.7,43.29,34.3,
IA5198,MARSHALLTOWN,42.07,-92.93,8.0,7.8,31.0,27.2,0.24,0.95,17.0,13.9,38.0,33.4,2.84,1.08,29.0,24.7,43.0,44.4,4.54,2.41,34.0,37.5,53.0,60.0,1.54,3.33,45.0,48.9,70.0,71.8,1.24,4.36,57.0,58.6,82.0,80.9,3.22,5.06,61.0,62.6,84.0,84.8,6.38,4.45,59.0,59.7,84.0,82.6,3.88,4.35,51.0,50.2,73.0,74.8,8.55,3.33,42.0,39.1,67.0,63.4,2.37,2.4,29.0,26.6,47.0,46.4,2.75,1.8,12.0,14.5,29.0,32.3,1.74,1.14,37.0,37.1,58.5,58.6,39.29,34.66,
IA5230,MASON-CITY,43.15,-93.2,5.0,4.8,26.0,23.5,0.33,0.78,14.0,11.2,34.0,29.7,2.03,0.77,25.0,22.0,39.0,40.6,3.83,1.86,31.0,35.3,49.0,57.4,1.75,3.09,43.0,47.1,68.0,70.6,2.51,4.21,56.0,56.8,81.0,79.9,1.87,4.93,60.0,61.2,81.0,83.3,5.36,4.45,60.0,58.7,83.0,81.1,2.17,4.4,50.0,49.3,71.0,73.1,4.98,3.28,41.0,38.5,65.0,61.6,4.96,2.27,26.0,24.8,43.0,43.1,1.61,1.56,9.0,11.9,26.0,28.6,1.18,0.94,35.1,35.2,55.5,56.1,32.58,32.54,
IA5493,MILFORD-4-NW,43.38,-95.18,3.0,4.1,25.0,23.0,0.21,0.58,13.0,10.8,33.0,29.7,1.57,0.77,26.0,21.5,41.0,40.3,3.34,1.71,31.0,34.9,51.0,57.7,1.38,2.84,43.0,47.1,67.0,70.9,2.75,3.75,56.0,56.8,79.0,80.0,3.22,4.57,59.0,61.2,81.0,83.7,2.71,3.76,60.0,59.2,83.0,81.4,1.84,3.5,48.0,49.5,70.0,72.8,6.31,2.96,38.0,38.2,65.0,61.2,1.65,1.92,23.0,23.8,41.0,42.2,0.88,1.46,6.0,10.8,26.0,27.9,0.98,0.74,34.0,34.9,55.3,56.0,26.84,28.54,
IA5769,MOUNT-AYR,40.7,-94.25,12.0,12.2,37.0,31.3,0.3,0.76,22.0,17.4,44.0,37.8,2.33,1.02,30.0,26.9,48.0,48.4,3.89,2.11,34.0,39.1,58.0,62.4,2.1,3.16,46.0,50.5,69.0,72.2,2.3,4.26,58.0,59.8,80.0,80.8,0.0,4.42,61.0,64.5,83.0,85.8,7.02,4.3,59.0,62.1,83.0,84.1,2.46,3.94,49.0,53.0,73.0,76.4,7.45,3.76,41.0,41.6,67.0,65.5,2.96,2.65,30.0,29.0,48.0,49.3,2.78,1.92,13.0,17.8,30.0,36.0,2.09,0.95,37.9,39.6,60.1,60.9,35.68,33.23,
IA5796,MOUNT-PLEASANT,40.95,-91.55,13.0,13.1,34.0,30.9,0.2,1.39,23.0,18.8,41.0,37.0,1.84,1.29,32.0,28.2,49.0,48.2,4.63,2.46,37.0,40.5,57.0,62.9,1.05,3.41,46.0,51.0,71.0,73.4,1.34,4.1,57.0,60.2,84.0,82.2,0.77,4.14,63.0,64.4,86.0,86.3,7.37,4.47,62.0,62.2,86.0,84.3,1.41,4.01,54.0,53.7,76.0,77.0,10.51,4.14,46.0,43.0,67.0,65.9,3.26,2.79,32.0,30.8,49.0,49.6,4.01,2.25,17.0,19.1,32.0,35.8,1.57,1.68,40.2,40.5,61.1,61.2,37.96,36.15,
IA5837,MUSCATINE,41.4,-91.07,13.0,13.0,33.0,30.3,0.3,1.34,23.0,18.7,41.0,36.6,1.0,1.34,32.0,28.3,48.0,47.7,4.37,2.6,35.0,40.5,55.0,62.8,2.67,3.53,47.0,51.5,70.0,73.9,1.28,4.14,60.0,61.0,83.0,82.7,7.07,4.56,64.0,65.4,84.0,86.3,4.24,4.25,64.0,63.2,85.0,84.3,2.8,3.88,57.0,54.5,76.0,77.0,9.84,3.53,46.0,43.4,66.0,65.7,3.33,2.8,33.0,31.1,49.0,49.0,4.34,2.26,16.0,19.3,32.0,35.3,1.96,1.83,41.0,40.9,60.3,61.0,43.2,36.05,
IA5952,NEW-HAMPTON,43.05,-92.32,6.0,6.3,25.0,24.0,0.27,0.96,19.0,12.5,35.0,30.1,0.98,0.9,25.0,23.0,39.0,41.1,3.24,1.99,32.0,36.1,50.0,57.8,1.54,3.33,43.0,47.9,68.0,70.2,1.81,4.21,56.0,57.2,80.0,79.0,1.67,4.66,58.0,61.5,80.0,82.3,10.53,4.51,58.0,59.4,82.0,80.5,2.17,4.3,49.0,50.4,70.0,72.6,4.61,3.29,39.0,39.5,64.0,61.4,5.19,2.44,25.0,25.9,42.0,43.3,1.55,1.91,9.0,12.9,25.0,29.0,0.74,1.17,35.0,36.1,55.1,56.0,34.3,33.68,
IA5992,NEWTON,41.7,-93.05,12.0,10.9,34.0,28.7,0.2,0.92,22.0,16.9,40.0,35.4,2.42,1.03,31.0,26.6,47.0,46.4,4.63,2.18,36.0,39.4,56.0,62.1,1.99,3.19,48.0,50.7,72.0,73.6,1.25,4.31,60.0,60.2,83.0,82.3,2.95,4.51,64.0,64.6,86.0,86.2,5.62,3.8,64.0,62.4,87.0,84.1,2.0,3.94,53.0,53.4,74.0,76.4,10.62,3.56,45.0,42.2,69.0,64.8,3.35,2.54,31.0,29.1,48.0,47.7,3.91,1.89,15.0,17.1,31.0,33.7,1.61,1.05,40.0,39.5,60.6,60.2,40.55,32.91,
IA6103,NORTHWOOD,43.45,-93.22,6.0,4.3,25.0,22.6,0.18,0.92,15.0,10.6,34.0,29.0,1.66,0.73,25.0,21.7,39.0,39.9,4.05,2.0,31.0,35.2,50.0,57.2,1.87,3.18,44.0,47.4,68.0,70.6,3.09,4.12,57.0,57.4,82.0,79.8,2.32,4.67,60.0,61.3,82.0,83.2,7.4,4.27,60.0,58.9,84.0,81.1,2.06,4.18,50.0,49.2,72.0,72.8,3.41,3.27,40.0,38.3,65.0,61.0,5.09,2.07,26.0,24.5,43.0,42.1,1.26,1.63,10.0,11.5,26.0,27.7,1.35,1.04,35.4,35.1,55.9,55.6,33.74,32.07,
IA6151,OAKLAND-2-E,41.32,-95.38,8.0,9.7,35.0,30.4,0.31,0.73,20.0,15.9,41.0,36.7,1.51,0.97,30.0,25.5,47.0,47.7,4.97,2.02,34.0,37.5,59.0,62.9,2.04,3.15,47.0,49.4,71.0,73.6,2.49,4.23,56.0,59.0,81.0,82.4,4.86,4.94,62.0,63.4,86.0,86.0,2.01,4.03,60.0,61.1,85.0,83.8,4.12,4.05,51.0,51.6,73.0,76.6,7.09,3.62,41.0,39.9,68.0,65.7,1.79,2.24,26.0,26.8,47.0,48.2,1.99,1.48,9.0,15.5,29.0,35.0,1.71,0.88,37.1,38.0,60.4,60.8,34.89,32.35,
IA6200,OELWEIN-2-S,42.65,-91.92,7.0,6.7,28.0,24.8,0.28,0.99,19.0,12.9,38.0,30.8,1.57,1.07,25.0,23.6,41.0,42.0,4.0,1.94,31.0,36.2,52.0,58.4,6.55,3.28,43.0,47.9,68.0,70.5,2.71,4.16,56.0,57.3,81.0,79.4,2.72,4.42,58.0,61.3,82.0,82.8,7.42,4.16,59.0,59.2,83.0,80.8,3.4,4.47,51.0,50.3,71.0,73.1,9.16,3.36,40.0,39.4,64.0,61.7,4.01,2.39,27.0,26.1,45.0,44.2,4.28,1.84,9.0,13.6,27.0,29.9,2.34,1.36,35.4,36.3,56.6,56.6,48.44,33.43,
IA6243,ONAWA,42.02,-96.1,8.0,9.6,33.0,30.0,0.32,0.68,18.0,16.1,39.0,36.9,0.96,0.88,30.0,25.7,46.0,47.7,3.04,2.04,35.0,38.4,58.0,63.7,2.26,3.06,48.0,50.1,71.0,74.7,4.04,4.29,59.0,59.7,83.0,83.5,2.39,4.5,63.0,64.2,87.0,87.2,1.84,3.73,62.0,62.1,85.0,84.9,4.15,3.42,51.0,52.3,73.0,77.1,4.42,2.87,41.0,40.7,68.0,66.0,3.33,2.19,27.0,27.0,46.0,47.9,1.67,1.39,9.0,15.3,28.0,34.3,0.71,0.82,37.5,38.5,59.9,61.2,29.13,29.88,
IA6305,OSAGE,43.28,-92.8,6.0,5.8,24.0,23.5,0.28,0.96,17.0,12.1,34.0,29.7,1.91,0.86,26.0,23.1,39.0,40.6,4.7,2.1,31.0,36.3,49.0,57.5,1.24,3.26,44.0,48.2,67.0,70.2,2.54,4.03,56.0,57.7,80.0,79.2,1.32,4.67,59.0,62.0,80.0,82.5,8.41,4.52,59.0,59.8,82.0,80.5,2.33,4.46,50.0,50.4,70.0,72.4,3.18,3.49,40.0,39.6,64.0,61.0,3.2,2.32,27.0,25.9,42.0,43.0,1.63,1.65,10.0,12.7,25.0,28.5,0.88,1.15,35.4,36.2,54.7,55.8,31.62,33.49,
IA6316,OSCEOLA-3-WSW,41.02,-93.75,12.0,11.8,36.0,30.6,0.28,0.9,21.0,17.1,43.0,37.0,2.56,1.13,30.0,26.8,47.0,47.9,4.87,2.25,35.0,39.2,57.0,62.5,2.98,3.49,46.0,50.2,69.0,73.0,2.22,4.68,57.0,59.5,81.0,81.7,4.27,4.58,62.0,64.0,85.0,86.3,3.85,4.5,61.0,61.7,84.0,84.3,2.58,3.94,52.0,52.6,73.0,76.5,8.02,4.08,43.0,41.5,68.0,65.2,2.99,2.49,30.0,28.6,48.0,48.6,4.81,2.06,13.0,17.2,30.0,35.3,2.13,1.18,38.6,39.2,60.3,60.8,41.56,35.26,
