Date	None	D0D4	D1D4	D2D4	D3D4	D4
2000-06-06	37.24	62.76	51.73	37.23	5.69	0.00
2000-05-30	24.86	75.14	63.56	40.84	0.00	0.00
2000-05-23	5.99	94.01	76.59	43.33	0.32	0.00
2000-05-16	0.00	100.00	99.92	78.33	0.00	0.00
2000-05-09	0.00	100.00	90.30	59.35	0.00	0.00
2000-05-02	0.00	100.00	90.30	59.66	0.00	0.00
2000-04-25	0.00	100.00	91.42	58.62	0.00	0.00
2000-04-18	0.00	100.00	100.00	83.57	0.00	0.00
2000-04-11	0.00	100.00	100.00	84.23	0.00	0.00
2000-04-04	0.00	100.00	100.00	94.11	0.00	0.00
2000-03-28	0.00	100.00	99.67	68.35	0.00	0.00
2000-03-21	0.00	100.00	99.67	68.35	0.00	0.00
2000-03-14	0.00	100.00	99.67	68.35	0.00	0.00
2000-03-07	0.00	100.00	99.92	66.47	0.00	0.00
2000-02-29	0.00	100.00	99.38	66.47	0.00	0.00
2000-02-22	0.00	100.00	95.32	29.66	0.00	0.00
2000-02-15	0.00	100.00	95.32	29.66	0.00	0.00
2000-02-08	0.00	100.00	95.32	29.66	0.00	0.00
2000-02-01	0.00	100.00	95.32	29.66	0.00	0.00
2000-01-25	0.00	100.00	93.74	27.87	0.00	0.00
2000-01-18	0.00	100.00	89.00	27.87	0.00	0.00
2000-01-11	0.00	100.00	89.00	27.87	0.00	0.00
2000-01-04	0.00	100.00	87.66	27.05	0.00	0.00
