State,County,lat,long
nm,harding,-104.0000,36.0000
nm,harding,-104.0000,36.1250
nm,union,-104.0000,36.2500
nm,union,-104.0000,36.3750
nm,union,-104.0000,36.5000
nm,union,-104.0000,36.6250
nm,union,-104.0000,36.7500
nm,union,-104.0000,36.8750
co,las animas,-104.0000,37.0000
co,las animas,-104.0000,37.1250
co,las animas,-104.0000,37.2500
co,las animas,-104.0000,37.3750
co,las animas,-104.0000,37.5000
co,las animas,-104.0000,37.6250
co,otero,-104.0000,37.7500
co,otero,-104.0000,37.8750
co,otero,-104.0000,38.0000
co,otero,-104.0000,38.1250
co,crowley,-104.0000,38.2500
co,crowley,-104.0000,38.3750
co,crowley,-104.0000,38.5000
co,lincoln,-104.0000,38.6250
co,lincoln,-104.0000,38.7500
co,elbert,-104.0000,38.8750
co,elbert,-104.0000,39.0000
co,elbert,-104.0000,39.1250
co,elbert,-104.0000,39.2500
co,elbert,-104.0000,39.3750
co,elbert,-104.0000,39.5000
co,arapahoe,-104.0000,39.6250
co,adams,-104.0000,39.7500
co,adams,-104.0000,39.8750
co,adams,-104.0000,40.0000
co,morgan,-104.0000,40.1250
co,morgan,-104.0000,40.2500
co,morgan,-104.0000,40.3750
co,morgan,-104.0000,40.5000
co,weld,-104.0000,40.6250
co,weld,-104.0000,40.7500
co,weld,-104.0000,40.8750
co,weld,-104.0000,41.0000
ne,kimball,-104.0000,41.1250
ne,kimball,-104.0000,41.2500
ne,kimball,-104.0000,41.3750
ne,banner,-104.0000,41.5000
ne,banner,-104.0000,41.6250
ne,scotts bluff,-104.0000,41.7500
ne,scotts bluff,-104.0000,41.8750
ne,scotts bluff,-104.0000,42.0000
ne,sioux,-104.0000,42.1250
ne,sioux,-104.0000,42.2500
ne,sioux,-104.0000,42.3750
ne,sioux,-104.0000,42.5000
ne,sioux,-104.0000,42.6250
ne,sioux,-104.0000,42.7500
ne,sioux,-104.0000,42.8750
ne,sioux,-104.0000,43.0000
sd,fall river,-104.0000,43.1250
sd,fall river,-104.0000,43.2500
sd,fall river,-104.0000,43.3750
sd,custer,-104.0000,43.5000
sd,custer,-104.0000,43.6250
sd,custer,-104.0000,43.7500
sd,pennington,-104.0000,43.8750
sd,pennington,-104.0000,44.0000
sd,pennington,-104.0000,44.1250
sd,lawrence,-104.0000,44.2500
sd,lawrence,-104.0000,44.3750
sd,lawrence,-104.0000,44.5000
sd,butte,-104.0000,44.6250
sd,butte,-104.0000,44.7500
sd,butte,-104.0000,44.8750
sd,butte,-104.0000,45.0000
sd,butte,-104.0000,45.1250
sd,harding,-104.0000,45.2500
sd,harding,-104.0000,45.3750
sd,harding,-104.0000,45.5000
sd,harding,-104.0000,45.6250
sd,harding,-104.0000,45.7500
sd,harding,-104.0000,45.8750
nd,bowman,-104.0000,46.0000
nd,bowman,-104.0000,46.1250
nd,bowman,-104.0000,46.2500
nd,slope,-104.0000,46.3750
nd,slope,-104.0000,46.5000
nd,golden valley,-104.0000,46.6250
nd,golden valley,-104.0000,46.7500
nd,golden valley,-104.0000,46.8750
nd,golden valley,-104.0000,47.0000
nd,golden valley,-104.0000,47.1250
nd,golden valley,-104.0000,47.2500
nd,mckenzie,-104.0000,47.3750
nd,mckenzie,-104.0000,47.5000
nd,mckenzie,-104.0000,47.6250
nd,mckenzie,-104.0000,47.7500
nd,mckenzie,-104.0000,47.8750
nd,williams,-104.0000,48.0000
nd,williams,-104.0000,48.1250
nd,williams,-104.0000,48.2500
nd,williams,-104.0000,48.3750
nd,williams,-104.0000,48.5000
nd,williams,-104.0000,48.6250
nd,divide,-104.0000,48.7500
nd,divide,-104.0000,48.8750
nm,harding,-103.8750,36.0000
nm,harding,-103.8750,36.1250
nm,union,-103.8750,36.2500
nm,union,-103.8750,36.3750
nm,union,-103.8750,36.5000
nm,union,-103.8750,36.6250
nm,union,-103.8750,36.7500
nm,union,-103.8750,36.8750
co,las animas,-103.8750,37.0000
co,las animas,-103.8750,37.1250
co,las animas,-103.8750,37.2500
co,las animas,-103.8750,37.3750
co,las animas,-103.8750,37.5000
co,las animas,-103.8750,37.6250
co,otero,-103.8750,37.7500
co,otero,-103.8750,37.8750
co,otero,-103.8750,38.0000
co,otero,-103.8750,38.1250
co,crowley,-103.8750,38.2500
co,crowley,-103.8750,38.3750
co,crowley,-103.8750,38.5000
co,lincoln,-103.8750,38.6250
co,lincoln,-103.8750,38.7500
co,elbert,-103.8750,38.8750
co,elbert,-103.8750,39.0000
co,elbert,-103.8750,39.1250
co,elbert,-103.8750,39.2500
co,elbert,-103.8750,39.3750
co,elbert,-103.8750,39.5000
co,arapahoe,-103.8750,39.6250
co,adams,-103.8750,39.7500
co,adams,-103.8750,39.8750
co,adams,-103.8750,40.0000
co,morgan,-103.8750,40.1250
co,morgan,-103.8750,40.2500
co,morgan,-103.8750,40.3750
co,morgan,-103.8750,40.5000
co,weld,-103.8750,40.6250
co,weld,-103.8750,40.7500
co,weld,-103.8750,40.8750
co,weld,-103.8750,41.0000
ne,kimball,-103.8750,41.1250
ne,kimball,-103.8750,41.2500
ne,kimball,-103.8750,41.3750
ne,banner,-103.8750,41.5000
ne,banner,-103.8750,41.6250
ne,scotts bluff,-103.8750,41.7500
ne,scotts bluff,-103.8750,41.8750
ne,scotts bluff,-103.8750,42.0000
ne,sioux,-103.8750,42.1250
ne,sioux,-103.8750,42.2500
ne,sioux,-103.8750,42.3750
ne,sioux,-103.8750,42.5000
ne,sioux,-103.8750,42.6250
ne,sioux,-103.8750,42.7500
ne,sioux,-103.8750,42.8750
ne,sioux,-103.8750,43.0000
sd,fall river,-103.8750,43.1250
sd,fall river,-103.8750,43.2500
sd,fall river,-103.8750,43.3750
sd,custer,-103.8750,43.5000
sd,custer,-103.8750,43.6250
sd,custer,-103.8750,43.7500
sd,pennington,-103.8750,43.8750
sd,pennington,-103.8750,44.0000
sd,pennington,-103.8750,44.1250
sd,lawrence,-103.8750,44.2500
sd,lawrence,-103.8750,44.3750
sd,lawrence,-103.8750,44.5000
sd,butte,-103.8750,44.6250
sd,butte,-103.8750,44.7500
sd,butte,-103.8750,44.8750
sd,butte,-103.8750,45.0000
sd,butte,-103.8750,45.1250
sd,harding,-103.8750,45.2500
sd,harding,-103.8750,45.3750
sd,harding,-103.8750,45.5000
sd,harding,-103.8750,45.6250
sd,harding,-103.8750,45.7500
sd,harding,-103.8750,45.8750
nd,bowman,-103.8750,46.0000
nd,bowman,-103.8750,46.1250
nd,bowman,-103.8750,46.2500
nd,slope,-103.8750,46.3750
nd,slope,-103.8750,46.5000
nd,golden valley,-103.8750,46.6250
nd,golden valley,-103.8750,46.7500
nd,golden valley,-103.8750,46.8750
nd,golden valley,-103.8750,47.0000
nd,golden valley,-103.8750,47.1250
nd,golden valley,-103.8750,47.2500
nd,mckenzie,-103.8750,47.3750
nd,mckenzie,-103.8750,47.5000
nd,mckenzie,-103.8750,47.6250
nd,mckenzie,-103.8750,47.7500
nd,mckenzie,-103.8750,47.8750
nd,williams,-103.8750,48.0000
nd,williams,-103.8750,48.1250
nd,williams,-103.8750,48.2500
nd,williams,-103.8750,48.3750
nd,williams,-103.8750,48.5000
nd,williams,-103.8750,48.6250
nd,divide,-103.8750,48.7500
nd,divide,-103.8750,48.8750
nm,harding,-103.7500,36.0000
nm,union,-103.7500,36.1250
nm,union,-103.7500,36.2500
nm,union,-103.7500,36.3750
nm,union,-103.7500,36.5000
nm,union,-103.7500,36.6250
nm,union,-103.7500,36.7500
nm,union,-103.7500,36.8750
co,las animas,-103.7500,37.0000
co,las animas,-103.7500,37.1250
co,las animas,-103.7500,37.2500
co,las animas,-103.7500,37.3750
co,las animas,-103.7500,37.5000
co,las animas,-103.7500,37.6250
co,otero,-103.7500,37.7500
co,otero,-103.7500,37.8750
co,otero,-103.7500,38.0000
co,crowley,-103.7500,38.1250
co,crowley,-103.7500,38.2500
co,crowley,-103.7500,38.3750
co,crowley,-103.7500,38.5000
co,lincoln,-103.7500,38.6250
co,lincoln,-103.7500,38.7500
co,elbert,-103.7500,38.8750
co,elbert,-103.7500,39.0000
co,elbert,-103.7500,39.1250
co,elbert,-103.7500,39.2500
co,elbert,-103.7500,39.3750
co,elbert,-103.7500,39.5000
co,arapahoe,-103.7500,39.6250
co,adams,-103.7500,39.7500
co,adams,-103.7500,39.8750
co,adams,-103.7500,40.0000
co,morgan,-103.7500,40.1250
co,morgan,-103.7500,40.2500
co,morgan,-103.7500,40.3750
co,morgan,-103.7500,40.5000
co,weld,-103.7500,40.6250
co,weld,-103.7500,40.7500
co,weld,-103.7500,40.8750
co,weld,-103.7500,41.0000
ne,kimball,-103.7500,41.1250
ne,kimball,-103.7500,41.2500
ne,kimball,-103.7500,41.3750
ne,banner,-103.7500,41.5000
ne,banner,-103.7500,41.6250
ne,scotts bluff,-103.7500,41.7500
ne,scotts bluff,-103.7500,41.8750
ne,scotts bluff,-103.7500,42.0000
ne,sioux,-103.7500,42.1250
ne,sioux,-103.7500,42.2500
ne,sioux,-103.7500,42.3750
ne,sioux,-103.7500,42.5000
ne,sioux,-103.7500,42.6250
ne,sioux,-103.7500,42.7500
ne,sioux,-103.7500,42.8750
ne,sioux,-103.7500,43.0000
sd,fall river,-103.7500,43.1250
sd,fall river,-103.7500,43.2500
sd,fall river,-103.7500,43.3750
sd,custer,-103.7500,43.5000
sd,custer,-103.7500,43.6250
sd,custer,-103.7500,43.7500
sd,pennington,-103.7500,43.8750
sd,pennington,-103.7500,44.0000
sd,pennington,-103.7500,44.1250
sd,lawrence,-103.7500,44.2500
sd,lawrence,-103.7500,44.3750
sd,lawrence,-103.7500,44.5000
sd,butte,-103.7500,44.6250
sd,butte,-103.7500,44.7500
sd,butte,-103.7500,44.8750
sd,butte,-103.7500,45.0000
sd,butte,-103.7500,45.1250
sd,harding,-103.7500,45.2500
sd,harding,-103.7500,45.3750
sd,harding,-103.7500,45.5000
sd,harding,-103.7500,45.6250
sd,harding,-103.7500,45.7500
sd,harding,-103.7500,45.8750
nd,bowman,-103.7500,46.0000
nd,bowman,-103.7500,46.1250
nd,bowman,-103.7500,46.2500
nd,slope,-103.7500,46.3750
nd,slope,-103.7500,46.5000
nd,slope,-103.7500,46.6250
nd,golden valley,-103.7500,46.7500
nd,golden valley,-103.7500,46.8750
nd,golden valley,-103.7500,47.0000
nd,golden valley,-103.7500,47.1250
nd,golden valley,-103.7500,47.2500
nd,mckenzie,-103.7500,47.3750
nd,mckenzie,-103.7500,47.5000
nd,mckenzie,-103.7500,47.6250
nd,mckenzie,-103.7500,47.7500
nd,mckenzie,-103.7500,47.8750
nd,mckenzie,-103.7500,48.0000
nd,williams,-103.7500,48.1250
nd,williams,-103.7500,48.2500
nd,williams,-103.7500,48.3750
nd,williams,-103.7500,48.5000
nd,williams,-103.7500,48.6250
nd,divide,-103.7500,48.7500
nd,divide,-103.7500,48.8750
nm,harding,-103.6250,36.0000
nm,union,-103.6250,36.1250
nm,union,-103.6250,36.2500
nm,union,-103.6250,36.3750
nm,union,-103.6250,36.5000
nm,union,-103.6250,36.6250
nm,union,-103.6250,36.7500
nm,union,-103.6250,36.8750
co,las animas,-103.6250,37.0000
co,las animas,-103.6250,37.1250
co,las animas,-103.6250,37.2500
co,las animas,-103.6250,37.3750
co,las animas,-103.6250,37.5000
co,las animas,-103.6250,37.6250
co,otero,-103.6250,37.7500
co,otero,-103.6250,37.8750
co,otero,-103.6250,38.0000
co,crowley,-103.6250,38.1250
co,crowley,-103.6250,38.2500
co,crowley,-103.6250,38.3750
co,crowley,-103.6250,38.5000
co,lincoln,-103.6250,38.6250
co,lincoln,-103.6250,38.7500
co,lincoln,-103.6250,38.8750
co,lincoln,-103.6250,39.0000
co,lincoln,-103.6250,39.1250
co,lincoln,-103.6250,39.2500
co,lincoln,-103.6250,39.3750
co,lincoln,-103.6250,39.5000
co,washington,-103.6250,39.6250
co,washington,-103.6250,39.7500
co,washington,-103.6250,39.8750
co,washington,-103.6250,40.0000
co,morgan,-103.6250,40.1250
co,morgan,-103.6250,40.2500
co,morgan,-103.6250,40.3750
co,morgan,-103.6250,40.5000
co,weld,-103.6250,40.6250
co,weld,-103.6250,40.7500
co,weld,-103.6250,40.8750
co,weld,-103.6250,41.0000
ne,kimball,-103.6250,41.1250
ne,kimball,-103.6250,41.2500
ne,kimball,-103.6250,41.3750
ne,banner,-103.6250,41.5000
ne,banner,-103.6250,41.6250
ne,scotts bluff,-103.6250,41.7500
ne,scotts bluff,-103.6250,41.8750
ne,scotts bluff,-103.6250,42.0000
ne,sioux,-103.6250,42.1250
ne,sioux,-103.6250,42.2500
ne,sioux,-103.6250,42.3750
ne,sioux,-103.6250,42.5000
ne,sioux,-103.6250,42.6250
ne,sioux,-103.6250,42.7500
ne,sioux,-103.6250,42.8750
ne,sioux,-103.6250,43.0000
sd,fall river,-103.6250,43.1250
sd,fall river,-103.6250,43.2500
sd,fall river,-103.6250,43.3750
sd,custer,-103.6250,43.5000
sd,custer,-103.6250,43.6250
sd,custer,-103.6250,43.7500
sd,pennington,-103.6250,43.8750
sd,pennington,-103.6250,44.0000
sd,pennington,-103.6250,44.1250
sd,lawrence,-103.6250,44.2500
sd,lawrence,-103.6250,44.3750
sd,lawrence,-103.6250,44.5000
sd,butte,-103.6250,44.6250
sd,butte,-103.6250,44.7500
sd,butte,-103.6250,44.8750
sd,butte,-103.6250,45.0000
sd,butte,-103.6250,45.1250
sd,harding,-103.6250,45.2500
sd,harding,-103.6250,45.3750
sd,harding,-103.6250,45.5000
sd,harding,-103.6250,45.6250
sd,harding,-103.6250,45.7500
sd,harding,-103.6250,45.8750
nd,bowman,-103.6250,46.0000
nd,bowman,-103.6250,46.1250
nd,bowman,-103.6250,46.2500
nd,slope,-103.6250,46.3750
nd,slope,-103.6250,46.5000
nd,slope,-103.6250,46.6250
nd,golden valley,-103.6250,46.7500
nd,golden valley,-103.6250,46.8750
nd,billings,-103.6250,47.0000
nd,billings,-103.6250,47.1250
nd,billings,-103.6250,47.2500
nd,mckenzie,-103.6250,47.3750
nd,mckenzie,-103.6250,47.5000
nd,mckenzie,-103.6250,47.6250
nd,mckenzie,-103.6250,47.7500
nd,mckenzie,-103.6250,47.8750
nd,mckenzie,-103.6250,48.0000
nd,williams,-103.6250,48.1250
nd,williams,-103.6250,48.2500
nd,williams,-103.6250,48.3750
nd,williams,-103.6250,48.5000
nd,williams,-103.6250,48.6250
nd,divide,-103.6250,48.7500
nd,divide,-103.6250,48.8750
nm,harding,-103.5000,36.0000
nm,union,-103.5000,36.1250
nm,union,-103.5000,36.2500
nm,union,-103.5000,36.3750
nm,union,-103.5000,36.5000
nm,union,-103.5000,36.6250
nm,union,-103.5000,36.7500
nm,union,-103.5000,36.8750
co,las animas,-103.5000,37.0000
co,las animas,-103.5000,37.1250
co,las animas,-103.5000,37.2500
co,las animas,-103.5000,37.3750
co,las animas,-103.5000,37.5000
co,las animas,-103.5000,37.6250
co,otero,-103.5000,37.7500
co,otero,-103.5000,37.8750
co,otero,-103.5000,38.0000
co,otero,-103.5000,38.1250
co,otero,-103.5000,38.2500
co,kiowa,-103.5000,38.3750
co,kiowa,-103.5000,38.5000
co,lincoln,-103.5000,38.6250
co,lincoln,-103.5000,38.7500
co,lincoln,-103.5000,38.8750
co,lincoln,-103.5000,39.0000
co,lincoln,-103.5000,39.1250
co,lincoln,-103.5000,39.2500
co,lincoln,-103.5000,39.3750
co,lincoln,-103.5000,39.5000
co,washington,-103.5000,39.6250
co,washington,-103.5000,39.7500
co,washington,-103.5000,39.8750
co,washington,-103.5000,40.0000
co,morgan,-103.5000,40.1250
co,morgan,-103.5000,40.2500
co,morgan,-103.5000,40.3750
co,morgan,-103.5000,40.5000
co,logan,-103.5000,40.6250
co,logan,-103.5000,40.7500
co,logan,-103.5000,40.8750
co,logan,-103.5000,41.0000
ne,kimball,-103.5000,41.1250
ne,kimball,-103.5000,41.2500
ne,kimball,-103.5000,41.3750
ne,banner,-103.5000,41.5000
ne,banner,-103.5000,41.6250
ne,scotts bluff,-103.5000,41.7500
ne,scotts bluff,-103.5000,41.8750
ne,scotts bluff,-103.5000,42.0000
ne,sioux,-103.5000,42.1250
ne,sioux,-103.5000,42.2500
ne,sioux,-103.5000,42.3750
ne,sioux,-103.5000,42.5000
ne,sioux,-103.5000,42.6250
ne,sioux,-103.5000,42.7500
ne,dawes,-103.5000,42.8750
ne,dawes,-103.5000,43.0000
sd,fall river,-103.5000,43.1250
sd,fall river,-103.5000,43.2500
sd,fall river,-103.5000,43.3750
sd,custer,-103.5000,43.5000
sd,custer,-103.5000,43.6250
sd,custer,-103.5000,43.7500
sd,pennington,-103.5000,43.8750
sd,pennington,-103.5000,44.0000
sd,pennington,-103.5000,44.1250
sd,lawrence,-103.5000,44.2500
sd,meade,-103.5000,44.3750
sd,meade,-103.5000,44.5000
sd,butte,-103.5000,44.6250
sd,butte,-103.5000,44.7500
sd,butte,-103.5000,44.8750
sd,butte,-103.5000,45.0000
sd,butte,-103.5000,45.1250
sd,harding,-103.5000,45.2500
sd,harding,-103.5000,45.3750
sd,harding,-103.5000,45.5000
sd,harding,-103.5000,45.6250
sd,harding,-103.5000,45.7500
sd,harding,-103.5000,45.8750
nd,bowman,-103.5000,46.0000
nd,bowman,-103.5000,46.1250
nd,bowman,-103.5000,46.2500
nd,slope,-103.5000,46.3750
nd,slope,-103.5000,46.5000
nd,slope,-103.5000,46.6250
nd,billings,-103.5000,46.7500
nd,billings,-103.5000,46.8750
nd,billings,-103.5000,47.0000
nd,billings,-103.5000,47.1250
nd,billings,-103.5000,47.2500
nd,mckenzie,-103.5000,47.3750
nd,mckenzie,-103.5000,47.5000
nd,mckenzie,-103.5000,47.6250
nd,mckenzie,-103.5000,47.7500
nd,mckenzie,-103.5000,47.8750
nd,mckenzie,-103.5000,48.0000
nd,williams,-103.5000,48.1250
nd,williams,-103.5000,48.2500
nd,williams,-103.5000,48.3750
nd,williams,-103.5000,48.5000
nd,williams,-103.5000,48.6250
nd,divide,-103.5000,48.7500
nd,divide,-103.5000,48.8750
nm,harding,-103.3750,36.0000
nm,union,-103.3750,36.1250
nm,union,-103.3750,36.2500
nm,union,-103.3750,36.3750
nm,union,-103.3750,36.5000
nm,union,-103.3750,36.6250
nm,union,-103.3750,36.7500
nm,union,-103.3750,36.8750
co,las animas,-103.3750,37.0000
co,las animas,-103.3750,37.1250
co,las animas,-103.3750,37.2500
co,las animas,-103.3750,37.3750
co,las animas,-103.3750,37.5000
co,las animas,-103.3750,37.6250
co,bent,-103.3750,37.7500
co,bent,-103.3750,37.8750
co,bent,-103.3750,38.0000
co,bent,-103.3750,38.1250
co,bent,-103.3750,38.2500
co,kiowa,-103.3750,38.3750
co,kiowa,-103.3750,38.5000
co,lincoln,-103.3750,38.6250
co,lincoln,-103.3750,38.7500
co,lincoln,-103.3750,38.8750
co,lincoln,-103.3750,39.0000
co,lincoln,-103.3750,39.1250
co,lincoln,-103.3750,39.2500
co,lincoln,-103.3750,39.3750
co,lincoln,-103.3750,39.5000
co,washington,-103.3750,39.6250
co,washington,-103.3750,39.7500
co,washington,-103.3750,39.8750
co,washington,-103.3750,40.0000
co,washington,-103.3750,40.1250
co,washington,-103.3750,40.2500
co,washington,-103.3750,40.3750
co,logan,-103.3750,40.5000
co,logan,-103.3750,40.6250
co,logan,-103.3750,40.7500
co,logan,-103.3750,40.8750
co,logan,-103.3750,41.0000
ne,cheyenne,-103.3750,41.1250
ne,cheyenne,-103.3750,41.2500
ne,cheyenne,-103.3750,41.3750
ne,banner,-103.3750,41.5000
ne,banner,-103.3750,41.6250
ne,scotts bluff,-103.3750,41.7500
ne,scotts bluff,-103.3750,41.8750
ne,scotts bluff,-103.3750,42.0000
ne,box butte,-103.3750,42.1250
ne,box butte,-103.3750,42.2500
ne,box butte,-103.3750,42.3750
ne,dawes,-103.3750,42.5000
ne,dawes,-103.3750,42.6250
ne,dawes,-103.3750,42.7500
ne,dawes,-103.3750,42.8750
ne,dawes,-103.3750,43.0000
sd,fall river,-103.3750,43.1250
sd,fall river,-103.3750,43.2500
sd,fall river,-103.3750,43.3750
sd,custer,-103.3750,43.5000
sd,custer,-103.3750,43.6250
sd,custer,-103.3750,43.7500
sd,pennington,-103.3750,43.8750
sd,pennington,-103.3750,44.0000
sd,pennington,-103.3750,44.1250
sd,meade,-103.3750,44.2500
sd,meade,-103.3750,44.3750
sd,meade,-103.3750,44.5000
sd,butte,-103.3750,44.6250
sd,butte,-103.3750,44.7500
sd,butte,-103.3750,44.8750
sd,butte,-103.3750,45.0000
sd,butte,-103.3750,45.1250
sd,harding,-103.3750,45.2500
sd,harding,-103.3750,45.3750
sd,harding,-103.3750,45.5000
sd,harding,-103.3750,45.6250
sd,harding,-103.3750,45.7500
sd,harding,-103.3750,45.8750
nd,bowman,-103.3750,46.0000
nd,bowman,-103.3750,46.1250
nd,bowman,-103.3750,46.2500
nd,slope,-103.3750,46.3750
nd,slope,-103.3750,46.5000
nd,slope,-103.3750,46.6250
nd,billings,-103.3750,46.7500
nd,billings,-103.3750,46.8750
nd,billings,-103.3750,47.0000
nd,billings,-103.3750,47.1250
nd,billings,-103.3750,47.2500
nd,mckenzie,-103.3750,47.3750
nd,mckenzie,-103.3750,47.5000
nd,mckenzie,-103.3750,47.6250
nd,mckenzie,-103.3750,47.7500
nd,mckenzie,-103.3750,47.8750
nd,mckenzie,-103.3750,48.0000
nd,williams,-103.3750,48.1250
nd,williams,-103.3750,48.2500
nd,williams,-103.3750,48.3750
nd,williams,-103.3750,48.5000
nd,williams,-103.3750,48.6250
nd,divide,-103.3750,48.7500
nd,divide,-103.3750,48.8750
nm,union,-103.2500,36.0000
nm,union,-103.2500,36.1250
nm,union,-103.2500,36.2500
nm,union,-103.2500,36.3750
nm,union,-103.2500,36.5000
nm,union,-103.2500,36.6250
nm,union,-103.2500,36.7500
nm,union,-103.2500,36.8750
co,las animas,-103.2500,37.0000
co,las animas,-103.2500,37.1250
co,las animas,-103.2500,37.2500
co,las animas,-103.2500,37.3750
co,las animas,-103.2500,37.5000
co,las animas,-103.2500,37.6250
co,bent,-103.2500,37.7500
co,bent,-103.2500,37.8750
co,bent,-103.2500,38.0000
co,bent,-103.2500,38.1250
co,bent,-103.2500,38.2500
co,kiowa,-103.2500,38.3750
co,kiowa,-103.2500,38.5000
co,lincoln,-103.2500,38.6250
co,lincoln,-103.2500,38.7500
co,lincoln,-103.2500,38.8750
co,lincoln,-103.2500,39.0000
co,lincoln,-103.2500,39.1250
co,lincoln,-103.2500,39.2500
co,lincoln,-103.2500,39.3750
co,lincoln,-103.2500,39.5000
co,washington,-103.2500,39.6250
co,washington,-103.2500,39.7500
co,washington,-103.2500,39.8750
co,washington,-103.2500,40.0000
co,washington,-103.2500,40.1250
co,washington,-103.2500,40.2500
co,washington,-103.2500,40.3750
co,logan,-103.2500,40.5000
co,logan,-103.2500,40.6250
co,logan,-103.2500,40.7500
co,logan,-103.2500,40.8750
co,logan,-103.2500,41.0000
ne,cheyenne,-103.2500,41.1250
ne,cheyenne,-103.2500,41.2500
ne,cheyenne,-103.2500,41.3750
ne,morrill,-103.2500,41.5000
ne,morrill,-103.2500,41.6250
ne,morrill,-103.2500,41.7500
ne,morrill,-103.2500,41.8750
ne,morrill,-103.2500,42.0000
ne,box butte,-103.2500,42.1250
ne,box butte,-103.2500,42.2500
ne,box butte,-103.2500,42.3750
ne,dawes,-103.2500,42.5000
ne,dawes,-103.2500,42.6250
ne,dawes,-103.2500,42.7500
ne,dawes,-103.2500,42.8750
ne,dawes,-103.2500,43.0000
sd,fall river,-103.2500,43.1250
sd,fall river,-103.2500,43.2500
sd,fall river,-103.2500,43.3750
sd,custer,-103.2500,43.5000
sd,custer,-103.2500,43.6250
sd,custer,-103.2500,43.7500
sd,pennington,-103.2500,43.8750
sd,pennington,-103.2500,44.0000
sd,pennington,-103.2500,44.1250
sd,meade,-103.2500,44.2500
sd,meade,-103.2500,44.3750
sd,meade,-103.2500,44.5000
sd,butte,-103.2500,44.6250
sd,butte,-103.2500,44.7500
sd,butte,-103.2500,44.8750
sd,butte,-103.2500,45.0000
sd,butte,-103.2500,45.1250
sd,harding,-103.2500,45.2500
sd,harding,-103.2500,45.3750
sd,harding,-103.2500,45.5000
sd,harding,-103.2500,45.6250
sd,harding,-103.2500,45.7500
sd,harding,-103.2500,45.8750
nd,bowman,-103.2500,46.0000
nd,bowman,-103.2500,46.1250
nd,bowman,-103.2500,46.2500
nd,slope,-103.2500,46.3750
nd,slope,-103.2500,46.5000
nd,slope,-103.2500,46.6250
nd,billings,-103.2500,46.7500
nd,billings,-103.2500,46.8750
nd,billings,-103.2500,47.0000
nd,billings,-103.2500,47.1250
nd,billings,-103.2500,47.2500
nd,mckenzie,-103.2500,47.3750
nd,mckenzie,-103.2500,47.5000
nd,mckenzie,-103.2500,47.6250
nd,mckenzie,-103.2500,47.7500
nd,mckenzie,-103.2500,47.8750
nd,mckenzie,-103.2500,48.0000
nd,williams,-103.2500,48.1250
nd,williams,-103.2500,48.2500
nd,williams,-103.2500,48.3750
nd,williams,-103.2500,48.5000
nd,williams,-103.2500,48.6250
nd,divide,-103.2500,48.7500
nd,divide,-103.2500,48.8750
nm,union,-103.1250,36.0000
nm,union,-103.1250,36.1250
nm,union,-103.1250,36.2500
nm,union,-103.1250,36.3750
nm,union,-103.1250,36.5000
nm,union,-103.1250,36.6250
nm,union,-103.1250,36.7500
nm,union,-103.1250,36.8750
nm,union,-103.1250,37.0000
co,las animas,-103.1250,37.1250
co,las animas,-103.1250,37.2500
co,las animas,-103.1250,37.3750
co,las animas,-103.1250,37.5000
co,las animas,-103.1250,37.6250
co,bent,-103.1250,37.7500
co,bent,-103.1250,37.8750
co,bent,-103.1250,38.0000
co,bent,-103.1250,38.1250
co,bent,-103.1250,38.2500
co,kiowa,-103.1250,38.3750
co,kiowa,-103.1250,38.5000
co,cheyenne,-103.1250,38.6250
co,cheyenne,-103.1250,38.7500
co,cheyenne,-103.1250,38.8750
co,cheyenne,-103.1250,39.0000
co,kit carson,-103.1250,39.1250
co,kit carson,-103.1250,39.2500
co,kit carson,-103.1250,39.3750
co,kit carson,-103.1250,39.5000
co,washington,-103.1250,39.6250
co,washington,-103.1250,39.7500
co,washington,-103.1250,39.8750
co,washington,-103.1250,40.0000
co,washington,-103.1250,40.1250
co,washington,-103.1250,40.2500
co,washington,-103.1250,40.3750
co,logan,-103.1250,40.5000
co,logan,-103.1250,40.6250
co,logan,-103.1250,40.7500
co,logan,-103.1250,40.8750
co,logan,-103.1250,41.0000
ne,cheyenne,-103.1250,41.1250
ne,cheyenne,-103.1250,41.2500
ne,cheyenne,-103.1250,41.3750
ne,morrill,-103.1250,41.5000
ne,morrill,-103.1250,41.6250
ne,morrill,-103.1250,41.7500
ne,morrill,-103.1250,41.8750
ne,morrill,-103.1250,42.0000
ne,box butte,-103.1250,42.1250
ne,box butte,-103.1250,42.2500
ne,box butte,-103.1250,42.3750
ne,dawes,-103.1250,42.5000
ne,dawes,-103.1250,42.6250
ne,dawes,-103.1250,42.7500
ne,dawes,-103.1250,42.8750
ne,dawes,-103.1250,43.0000
sd,fall river,-103.1250,43.1250
sd,fall river,-103.1250,43.2500
sd,fall river,-103.1250,43.3750
sd,custer,-103.1250,43.5000
sd,custer,-103.1250,43.6250
sd,custer,-103.1250,43.7500
sd,pennington,-103.1250,43.8750
sd,pennington,-103.1250,44.0000
sd,pennington,-103.1250,44.1250
sd,meade,-103.1250,44.2500
sd,meade,-103.1250,44.3750
sd,meade,-103.1250,44.5000
sd,butte,-103.1250,44.6250
sd,butte,-103.1250,44.7500
sd,butte,-103.1250,44.8750
sd,butte,-103.1250,45.0000
sd,butte,-103.1250,45.1250
